Denominación Distrito,Latitud,Longitud,DENOMINACIÓN LÍNEA DE INVERSIÓN,Total previsto,anyo,Denominacion Barrio,coord_x_UTM,coord_y_UTM,anyo_timestamp
CARABANCHEL,40.3616093,-3.7560156,CULTURA,7095564.48,2023,Buenavista,435808.1279287273,4468167.84533169,2023-01-01
VILLA DE VALLECAS,40.359382,-3.595714,EDUCACIÓN,4972014.63,2023,Ensanche de Vallecas,449417.4635525942,4467816.636498998,2023-01-01
HORTALEZA,40.4689358,-3.6438566,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,2342014.87,2023,Canillas,445418.2070551608,4480005.670340744,2023-01-01
CARABANCHEL,40.36164,-3.7536981,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,5939195.0,2023,Buenavista,436004.9334130733,4468169.573981868,2023-01-01
CHAMARTÍN,40.4829999,-3.6774787,CULTURA,4416178.04,2023,Castilla,442579.9158014972,4481588.126231595,2023-01-01
VILLA DE VALLECAS,40.37932,-3.61512,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,2628151.22,2023,Casco Histórico de Vallecas,447785.06474717386,4470040.997607989,2023-01-01
VILLAVERDE,40.346812,-3.7091745,URBANISMO,3459667.59,2023,"Villaverde Alto, Casco Histórico de Villaverde",439772.1881561849,4466492.433310723,2023-01-01
CARABANCHEL,40.373473,-3.7516615,URBANISMO,4766619.63,2023,Buenavista,436189.019885346,4469481.552089113,2023-01-01
VILLA DE VALLECAS,40.36931,-3.633227,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,4707317.69,2023,Casco Histórico de Vallecas,446240.0731966051,4468940.750537489,2023-01-01
CIUDAD LINEAL,40.4152664,-3.6266822,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,2043110.2,2023,Pueblo Nuevo,446831.8766181868,4474037.900547244,2023-01-01
PUENTE DE VALLECAS,40.3887019,-3.6555218,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,2081934.62,2023,Palomeras Bajas,444363.2229936136,4471107.014705686,2023-01-01
PUENTE DE VALLECAS,40.388702,-3.6555218,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,6198860.78,2023,Palomeras Bajas,444363.2230759054,4471107.025805571,2023-01-01
TETUÁN,40.46591,-3.708061,EDUCACIÓN,2460690.2,2023,Valdeacederas,439972.6575454326,4479711.483449205,2023-01-01
CENTRO,40.41691,-3.70355008,URBANISMO,16807389.08,2023,Sol,440311.7583479892,4474269.423234892,2023-01-01
SAN BLAS-CANILLEJAS,40.4219366,-3.6212382,OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,3752454.3,2023,Arcos,447298.95718343474,4474775.027111822,2023-01-01
PUENTE DE VALLECAS - VILLA DE VALLECAS,40.3741,-3.65135769,INFRAESTRUCTURAS,2373579.94,2023,Casco Histórico de Vallecas,444704.7122410684,4469483.610573188,2023-01-01
FUENCARRAL-EL PARDO,40.49453,-3.706395,PROTECCIÓN Y PROMOCIÓN SOCIAL,6456940.25,2023,Mirasierra,440139.3252719645,4482887.194883435,2023-01-01
HORTALEZA,40.4923517,-3.6105398,CULTURA,5440086.36,2023,Valdefuentes,448260.5778875878,4482584.778758416,2023-01-01
VILLA DE VALLECAS,40.3613,-3.5938878,PROTECCIÓN Y PROMOCIÓN SOCIAL,4499987.68,2023,Ensanche de Vallecas,449573.9576195381,4468028.488410283,2023-01-01
ARGANZUELA,40.391065,-3.6976967,INVERSIONES DE CARÁCTER GENERAL,15309813.51,2023,Chopera,440785.71119648026,4471396.708500956,2023-01-01
RETIRO,40.4042354,-3.6858061,PROTECCIÓN Y PROMOCIÓN SOCIAL,13614557.83,2023,Pacífico,441806.22846912144,4472850.716079466,2023-01-01
RETIRO,40.405725,-3.6713416,INVERSIONES DE CARÁCTER GENERAL,6333621.28,2023,Pacífico,443034.8722059331,4473006.637970109,2023-01-01
SAN BLAS-CANILLEJAS,40.4230284,-3.621095,CULTURA,2876630.55,2023,Arcos,447311.9571073063,4474896.13085352,2023-01-01
MONCLOA-ARAVACA,40.41502,-3.734403,MANTENIMIENTO URBANO,5732709.54,2023,Casa de Campo,437692.4720030843,4474080.93063599,2023-01-01
CENTRO,40.42319,-3.70878751,URBANISMO,5050434.51,2023,Universidad,439873.0097233495,4474970.051985438,2023-01-01
TETUÁN,40.45255,-3.69734223,URBANISMO,12504299.87,2023,Cuatro Caminos,440869.6580397327,4478221.285181234,2023-01-01
VILLA DE VALLECAS,40.382947,-3.6024611,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",3604628.04,2023,Santa Eugenia,448862.3744225354,4470436.192158206,2023-01-01
PUENTE DE VALLECAS,40.37787,-3.673897,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1398289.75,2023,Entrevías,442794.47154855466,4469916.410857233,2023-01-01
SALAMANCA,40.43808,-3.6744838,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",7810000.0,2023,Guindalera,442795.6607694683,4476600.059077082,2023-01-01
CHAMARTÍN,40.461339,-3.6687121,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,3963927.48,2023,Nueva España,443304.7240187642,4479178.088084129,2023-01-01
BARAJAS,40.47234,-3.57624752,URBANISMO,8642093.92,2023,Casco Histórico de Barajas,451152.1454412564,4480343.927962615,2023-01-01
VILLA DE VALLECAS,40.36126,-3.62726055,INFRAESTRUCTURAS,2912224.0,2023,Casco Histórico de Vallecas,446740.282473488,4468043.604841272,2023-01-01
RETIRO,40.39914,-3.67687697,INFRAESTRUCTURAS,17276810.0,2023,Pacífico,442559.58069154696,4472279.290343325,2023-01-01
VILLAVERDE - USERA,40.36455,-3.69869538,INFRAESTRUCTURAS,5119065.0,2023,Orcasur,440677.6997487529,4468454.243877607,2023-01-01
RETIRO,40.4033514,-3.67287751,URBANISMO,10708973.69,2023,Adelfas,442902.5395136981,4472744.161186309,2023-01-01
CENTRO,40.414908,-3.7171685,MANTENIMIENTO URBANO,1974058.14,2023,Palacio,439154.5768255248,4474056.489682306,2023-01-01
CIUDAD LINEAL,40.4350189,-3.6486273,URBANISMO,7164973.74,2023,Quintana,444986.1233412119,4476243.853381909,2023-01-01
MONCLOA-ARAVACA,40.4243759,-3.7137565,MANTENIMIENTO URBANO,2289485.0,2023,Argüelles,439452.5463472394,4475105.079902025,2023-01-01
FUENCARRAL-EL PARDO,40.48317,-3.70454099,URBANISMO,11595883.32,2023,La Paz,440286.3690393101,4481624.967729016,2023-01-01
BARAJAS,40.472061,-3.5842523,MANTENIMIENTO URBANO,3000000.0,2023,Timón,450473.3805264536,4480317.419511865,2023-01-01
MORATALAZ,40.4,-3.62810027,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1957566.38,2023,Pavones,446699.5237302762,4472344.197435295,2023-01-01
SALAMANCA,40.43858,-3.666769,CULTURA,10768682.55,2023,Guindalera,443450.3923326511,4476650.591281457,2023-01-01
LATINA,40.40286,-3.7515003,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,13060905.34,2023,Lucero,436230.4288604652,4472743.370349808,2023-01-01
BARAJAS,40.47899,-3.596845,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",3556769.44,2023,Timón,449411.1017831549,4481093.682528933,2023-01-01
TETUÁN,40.46343,-3.70721,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",3090472.26,2023,Berruguete,440042.5981874407,4479435.623872879,2023-01-01
VILLAVERDE,40.345768,-3.693884,INFRAESTRUCTURAS,1191559.8,2023,Ángeles,441069.8609502677,4466366.256910516,2023-01-01
VILLAVERDE,40.345904,-3.6934598,MANTENIMIENTO URBANO,1207963.8,2023,Ángeles,441106.005960993,4466381.070275971,2023-01-01
PUENTE DE VALLECAS,40.38901,-3.664102,EDUCACIÓN,2963382.46,2023,Palomeras Bajas,443635.2384359748,4471146.647811181,2023-01-01
VILLA DE VALLECAS,40.364956,-3.640114,SECTORES PRODUCTIVOS,6780343.82,2023,Casco Histórico de Vallecas,445651.8771187989,4468461.671929082,2023-01-01
RETIRO,40.40279,-3.6724092,EDUCACIÓN,2967039.67,2023,Adelfas,442941.804529906,4472681.543827748,2023-01-01
LATINA,40.38418,-3.77866128,PROTECCIÓN Y PROMOCIÓN SOCIAL,4549730.78,2023,Águilas,433907.3627031938,4470689.849799292,2023-01-01
CIUDAD LINEAL,40.4372662,-3.6484385,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1108071.02,2023,Concepción,445003.9678382487,4476493.185559522,2023-01-01
CHAMARTÍN,40.44593,-3.6789682,MANTENIMIENTO URBANO,4628306.31,2023,El Viso,442422.0252237384,4477474.322736409,2023-01-01
CHAMBERÍ,40.4327769,-3.7054483,URBANISMO,5508238.54,2023,Arapiles,440164.77687010507,4476031.929022336,2023-01-01
USERA,40.3755929,-3.7124488,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",8677045.03,2023,Zofío,439519.8372416839,4469689.3055722825,2023-01-01
HORTALEZA,40.4787274,-3.6527117,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2072837.25,2023,Apóstol Santiago,444675.5638863696,4481098.055639431,2023-01-01
SAN BLAS-CANILLEJAS,40.4316155,-3.6042837,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",12067354.68,2023,Rosas,448744.6026218977,4475839.405080879,2023-01-01
USERA,40.365188,-3.691691,EDUCACIÓN,3954216.01,2023,San Fermín,441272.9607758306,4468520.38740531,2023-01-01
CENTRO,40.411727,-3.70678,PROTECCIÓN Y PROMOCIÓN SOCIAL,1170522.61,2023,Embajadores,440033.1328649278,4473696.299232211,2023-01-01
VICÁLVARO,40.39933,-3.61715501,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,6032861.21,2023,Valdebernardo,447627.823206161,4472263.286158007,2023-01-01
HORTALEZA,40.4787274,-3.6527117,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1366239.62,2023,Apóstol Santiago,444675.5638863696,4481098.055639431,2023-01-01
CIUDAD LINEAL,40.43748,-3.6506546,MANTENIMIENTO URBANO,1530750.83,2023,Concepción,444816.1872006959,4476518.299441381,2023-01-01
HORTALEZA,40.46398,-3.6325963,CULTURA,4499045.55,2023,Canillas,446368.8432155818,4479448.6735772565,2023-01-01
VICÁLVARO,40.40618,-3.55433462,CULTURA,5981647.73,2023,El Cañaveral,452963.5991560044,4472988.304804912,2023-01-01
SALAMANCA,40.4273605,-3.6858071,INVERSIONES DE CARÁCTER GENERAL,1452262.93,2023,Recoletos,441826.06414396135,4475417.591302797,2023-01-01
LATINA,40.4011395,-3.7451803,EDUCACIÓN,4301894.45,2023,Lucero,436765.115951597,4472547.855426472,2023-01-01
USERA,40.37172,-3.7191775,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",996306.89,2023,Orcasitas,438945.13388588326,4469264.041286315,2023-01-01
USERA,40.38791,-3.70469,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1000000.0,2023,Moscardó,440189.3861556093,4471051.213575794,2023-01-01
HORTALEZA,40.457908,-3.6199757,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",609127.72,2023,Piovera,447434.08445532713,4478767.090402169,2023-01-01
VILLA DE VALLECAS,40.3616249,-3.664242,SECTORES PRODUCTIVOS,9087832.64,2023,Casco Histórico de Vallecas,443600.5268350453,4468107.027866349,2023-01-01
VILLA DE VALLECAS,40.3585575,-3.6675801,SECTORES PRODUCTIVOS,20636246.22,2023,Casco Histórico de Vallecas,443314.5241448725,4467768.684876375,2023-01-01
VILLA DE VALLECAS,40.36557,-3.668069,SECTORES PRODUCTIVOS,30236015.32,2023,Entrevías,443278.88836676825,4468547.374616354,2023-01-01
SALAMANCA,40.424681,-3.6899877,CULTURA,3354333.62,2023,Recoletos,441469.1171195519,4475122.928723691,2023-01-01
RETIRO,40.40165,-3.677299,CULTURA,1540000.0,2023,Pacífico,442525.9012254495,4472558.17258974,2023-01-01
ARGANZUELA,40.39176,-3.696381,CULTURA,1333653.0,2023,Chopera,440897.98461670376,4471472.972517497,2023-01-01
MONCLOA-ARAVACA,40.414466,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,1100000.0,2023,Casa de Campo,437204.8970587828,4474023.500318177,2023-01-01
MONCLOA-ARAVACA,40.4144661,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,1000000.0,2023,Casa de Campo,437204.8971517487,4474023.511418145,2023-01-01
USERA,40.368955,-3.6842359,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",21054000.0,2023,San Fermín,441909.1646542478,4468933.596451947,2023-01-01
CIUDAD LINEAL,40.4254386,-3.6490277,SALUD PÚBLICA,5327902.13,2023,Ventas,444944.3504414784,4475180.6929567335,2023-01-01
CIUDAD LINEAL,40.4401633,-3.6598874,SALUD PÚBLICA,4776243.0,2023,Guindalera,444035.347564471,4476821.954356831,2023-01-01
CIUDAD LINEAL,40.425493,-3.6463705,SALUD PÚBLICA,3625608.0,2023,Ventas,445169.8008278156,4475185.078924947,2023-01-01
CARABANCHEL,40.367938,-3.722422,SALUD PÚBLICA,1850000.0,2023,Buenavista,438666.2597578765,4468846.4886135245,2023-01-01
CIUDAD LINEAL,40.4256,-3.645866,SALUD PÚBLICA,5563830.91,2023,Ventas,445212.6835756547,4475196.64291312,2023-01-01
CARABANCHEL,40.36802,-3.722223,SALUD PÚBLICA,2708296.94,2023,Buenavista,438683.2293494483,4468855.452545518,2023-01-01
VICÁLVARO,40.4069441,-3.5531687,VIVIENDA,16872028.25,2023,El Cañaveral,453063.0610976127,4473072.499249218,2023-01-01
VICÁLVARO,40.4067067,-3.5560424,VIVIENDA,16872142.39,2023,El Cañaveral,452819.0576577327,4473047.678119079,2023-01-01
VICÁLVARO,40.4067044,-3.556465,VIVIENDA,17754355.19,2023,El Cañaveral,452783.19769201713,4473047.648489389,2023-01-01
VICÁLVARO,40.405684,-3.5572887,VIVIENDA,14636864.68,2023,El Cañaveral,452712.5911650226,4472934.825577886,2023-01-01
VICÁLVARO,40.4002565,-3.5605078,VIVIENDA,14124449.44,2023,El Cañaveral,452435.6205894397,4472334.106585593,2023-01-01
VICÁLVARO,40.4006641,-3.5614487,VIVIENDA,14667424.88,2023,El Cañaveral,452356.0632774483,4472379.856378692,2023-01-01
VICÁLVARO,40.4014654,-3.5614492,VIVIENDA,12769693.15,2023,El Cañaveral,452356.5857588311,4472468.799983849,2023-01-01
VICÁLVARO,40.405514,-3.5615997,VIVIENDA,16000000.0,2023,El Cañaveral,452346.66971867456,4472918.271026585,2023-01-01
VICÁLVARO,40.4010441,-3.5618687,VIVIENDA,7370032.07,2023,El Cañaveral,452320.69043756695,4472422.262371344,2023-01-01
VICÁLVARO,40.4007041,-3.5621687,VIVIENDA,8200538.78,2023,El Cañaveral,452294.99276486697,4472384.68463575,2023-01-01
VICÁLVARO,40.4054441,-3.5638987,VIVIENDA,13671093.28,2023,El Cañaveral,452151.5425198518,4472911.754195165,2023-01-01
VICÁLVARO,40.4048787,-3.5647897,VIVIENDA,13488491.02,2023,El Cañaveral,452075.5371531758,4472849.478135537,2023-01-01
VILLA DE VALLECAS,40.374148,-3.63320586,VIVIENDA,12315746.31,2023,Casco Histórico de Vallecas,446245.71234047925,4469477.748303827,2023-01-01
VILLA DE VALLECAS,40.374018,-3.635026,VIVIENDA,14484197.71,2023,Casco Histórico de Vallecas,446091.0918775547,4469464.426304319,2023-01-01
VILLA DE VALLECAS,40.37351,-3.635163,VIVIENDA,12759386.11,2023,Casco Histórico de Vallecas,446079.0566024967,4469408.122568898,2023-01-01
PUENTE DE VALLECAS,40.38564,-3.6636112,VIVIENDA,15123537.12,2023,Palomeras Bajas,443674.0873444716,4470772.268832367,2023-01-01
PUENTE DE VALLECAS,40.386498,-3.6663675,VIVIENDA,11681252.1,2023,San Diego,443440.8544368684,4470869.265253049,2023-01-01
PUENTE DE VALLECAS,40.3850508,-3.6668926,VIVIENDA,10071016.42,2023,San Diego,443395.073783741,4470708.963710796,2023-01-01
PUENTE DE VALLECAS,40.3864054,-3.6671987,VIVIENDA,12232727.02,2023,San Diego,443370.2267607172,4470859.518760772,2023-01-01
PUENTE DE VALLECAS,40.3851781,-3.6680348,VIVIENDA,23661389.83,2023,San Diego,443298.2314551301,4470723.825661793,2023-01-01
VILLAVERDE,40.3545193,-3.7050987,VIVIENDA,17753277.98,2023,Ángeles,440125.1519029887,4467345.16485947,2023-01-01
VILLAVERDE,40.34134,-3.686282,VIVIENDA,14000000.0,2023,San Cristóbal,441711.6769172356,4465869.72271462,2023-01-01
LATINA,40.40536,-3.7359904,VIVIENDA,2662102.68,2023,Puerta del Ángel,437548.86479552655,4473009.795042819,2023-01-01
LATINA,40.40499,-3.7363328,VIVIENDA,6986422.85,2023,Puerta del Ángel,437519.4686666532,4472968.967211465,2023-01-01
FUENCARRAL-EL PARDO,40.4889,-3.7305976,VIVIENDA,7172825.73,2023,Mirasierra,438083.1787531388,4482278.96107428,2023-01-01
CARABANCHEL,40.3643405,-3.7498414,VIVIENDA,4834483.2,2023,Buenavista,436334.9422455323,4468466.543391853,2023-01-01
TETUÁN,40.46806,-3.707386,VIVIENDA,18902144.4,2023,Valdeacederas,440031.7949033168,4479949.675875509,2023-01-01
VICÁLVARO,40.4056661,-3.5571036,VIVIENDA,32000000.0,2023,El Cañaveral,452728.28494309954,4472932.73968807,2023-01-01
VILLAVERDE,40.360707,-3.691887,VIVIENDA,13526313.79,2023,Los Rosales,441252.4295297519,4468023.133169632,2023-01-01
BARAJAS,40.478115,-3.5782742,VIVIENDA,8212551.8,2023,Casco Histórico de Barajas,450984.5449057325,4480986.078018055,2023-01-01
BARAJAS,40.47844,-3.578488,VIVIENDA,9936679.64,2023,Casco Histórico de Barajas,450966.6592277955,4481022.271881451,2023-01-01
TETUÁN,40.4661601,-3.707966,VIVIENDA,11962529.85,2023,Valdeacederas,439980.934068416,4479739.180090436,2023-01-01
VILLA DE VALLECAS,40.363734,-3.6006287,VIVIENDA,15626301.5,2023,Ensanche de Vallecas,449003.4296553094,4468302.521994696,2023-01-01
VICÁLVARO,40.40736,-3.5918692,VIVIENDA,12136666.76,2023,Casco Histórico de Vicálvaro,449779.5743082106,4473139.934112632,2023-01-01
CARABANCHEL,40.36447,-3.7466021,VIVIENDA,6175192.61,2023,Buenavista,436610.0978982937,4468478.591478604,2023-01-01
CHAMARTÍN,40.621,-3.6766,URBANISMO,27411855.34,2023,,442772.0013958028,4496905.849514989,2023-01-01
FUENCARRAL-EL PARDO,40.5051,-3.6695,"TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO",151485864.2,2023,Valverde,443274.7747724174,4484036.09693728,2023-01-01
CIUDAD LINEAL,40.4231,-3.6524,"TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO",115828005.0,2023,Ventas,444656.3666435438,4474923.21629332,2023-01-01
MONCLOA-ARAVACA,40.41497,-3.73946,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1519333.66,2024,Casa de Campo,437263.3804929976,4474078.958488741,2024-01-01
USERA,40.39237,-3.70709,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,3564967.7,2024,Moscardó,439989.6434036063,4471547.89576131,2024-01-01
USERA,40.3922859,-3.7089303,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,10561662.45,2024,Comillas,439833.38196510193,4471539.811482483,2024-01-01
CHAMBERÍ,40.44038738649969,-3.700717333433421,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1950445.22,2024,Ríos Rosas,440572.755925364,4476873.49892981,2024-01-01
ARGANZUELA,40.39281490540317,-3.689732618094451,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,9301842.18,2024,Legazpi,441463.1522427548,4471585.642961456,2024-01-01
MONCLOA-ARAVACA,40.47745229980593,-3.751327218234117,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1100000.0,2024,Fuentelarreina,436315.5467996254,4481023.007145138,2024-01-01
USERA,40.3759435930581,-3.702718487554872,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1200000.0,2024,Pradolongo,440346.1647969613,4469721.623552171,2024-01-01
FUENCARRAL-EL PARDO,40.480208828940015,-3.699612587551092,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,3872794.75,2024,La Paz,440701.4751976532,4481292.952167043,2024-01-01
MONCLOA-ARAVACA,40.435908,-3.720198,CULTURA,1218016.71,2024,Casa de Campo,438916.5492359704,4476389.576099507,2024-01-01
RETIRO,40.418803,-3.69182,INVERSIONES DE CARÁCTER GENERAL,2101169.22,2024,Los Jerónimos,441308.5754675872,4474471.688303621,2024-01-01
BARAJAS,40.4547855,-3.6019412,CULTURA,7707799.73,2024,Alameda de Osuna,448960.8229785282,4478409.912315943,2024-01-01
MONCLOA-ARAVACA,40.4191125,-3.7256439,CULTURA,3215616.61,2024,Casa de Campo,438439.3400638858,4474529.057840594,2024-01-01
MONCLOA-ARAVACA,40.4126577,-3.7442902,CULTURA,3000000.0,2024,Casa de Campo,436851.4155045367,4473825.734204117,2024-01-01
ARGANZUELA,40.3917614508368,-3.696327616389661,CULTURA,1938478.0,2024,Chopera,440902.51660052827,4471473.097874695,2024-01-01
USERA,40.374485,-3.685494,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1200000.0,2024,Entrevías,441807.1097547172,4469548.246053761,2024-01-01
CARABANCHEL,40.360952,-3.768519,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1999917.74,2024,Buenavista,434745.8434779617,4468104.033381891,2024-01-01
CARABANCHEL,40.379236,-3.743367,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2152700.0,2024,Puerta Bonita,436898.5500618045,4470115.287958457,2024-01-01
LATINA,40.40591410670645,-3.7504038495964656,INFRAESTRUCTURAS,420731587.0,2024,Lucero,436326.3485428453,4473081.584337788,2024-01-01
VILLA DE VALLECAS - VICÁLVARO,40.384167,-3.599444,URBANISMO,3948558.88,2024,Casco Histórico de Vicálvaro,449119.38900667714,4470569.870063551,2024-01-01
FUENCARRAL-EL PARDO,40.57311763290568,-3.704092292927805,INFRAESTRUCTURAS,193705135.47,2024,El Goloso,440404.1326124128,4491609.004594359,2024-01-01
USERA,40.364439,-3.700898,URBANISMO,1000000.0,2024,Orcasur,440490.5885162723,4468443.402427956,2024-01-01
VICÁLVARO,40.3772222,-3.579722222222222,URBANISMO,19628663.8,2024,Casco Histórico de Vicálvaro,450788.3232476364,4469787.846888726,2024-01-01
VICÁLVARO,40.3879964,-3.56225647,URBANISMO,11855905.06,2024,Casco Histórico de Vicálvaro,452278.5741831341,4470974.194194199,2024-01-01
VILLA DE VALLECAS,40.34915068793722,-3.629223275768104,URBANISMO,13923539.32,2024,Casco Histórico de Vallecas,446564.07086064096,4466700.677099426,2024-01-01
VILLAVERDE,40.36002547,-3.71601781,URBANISMO,8166463.91,2024,"Villaverde Alto, Casco Histórico de Villaverde",439202.8724074239,4467963.787713999,2024-01-01
USERA,40.36457818,-3.71745381,URBANISMO,3804764.27,2024,Orcasitas,439085.0387703313,4468470.120003895,2024-01-01
FUENCARRAL-EL PARDO,40.48344430433375,-3.7371622180888417,URBANISMO,2922264.48,2024,Fuentelarreina,437521.77543379343,4481678.000388059,2024-01-01
CIUDAD LINEAL,40.4156699,-3.62947201,URBANISMO,10761327.19,2024,Ventas,446595.5048246709,4474084.370973098,2024-01-01
FUENCARRAL-EL PARDO,40.51908561970688,-3.667892213325621,URBANISMO,6089051.08,2024,El Goloso,443422.7560350079,4485587.485718483,2024-01-01
BARAJAS,40.4598772999941,-3.59238070185093,URBANISMO,727526.77,2024,Alameda de Osuna,449775.2634067996,4478969.619679634,2024-01-01
VICÁLVARO,40.4046979,-3.6091733,INFRAESTRUCTURAS,2484782.35,2024,Casco Histórico de Vicálvaro,448309.2666068223,4472854.419384913,2024-01-01
PUENTE DE VALLECAS - VILLA DE VALLECAS,40.387788,-3.6308581,INFRAESTRUCTURAS,10644619.21,2024,Palomeras Sureste,446455.8208666044,4470990.3455243055,2024-01-01
FUENCARRAL-EL PARDO - HORTALEZA,40.4902184,-3.6585492,INFRAESTRUCTURAS,14118307.85,2024,Valdefuentes,444190.2872725646,4482377.240429912,2024-01-01
MONCLOA-ARAVACA,40.4527223724306,-3.79187289486159,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1500000.0,2024,Aravaca,432854.13239655824,4478308.010395166,2024-01-01
MORATALAZ,40.414187570960046,-3.649254368392708,URBANISMO,1300000.0,2024,Marroquina,444915.9464576286,4473931.976255924,2024-01-01
HORTALEZA,40.497327,-3.615194,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1800000.0,2024,Valdefuentes,447870.0119955694,4483139.780447497,2024-01-01
CENTRO,40.4096622,-3.7137001,INFRAESTRUCTURAS,1340000.0,2024,Palacio,439444.140112985,4473471.825983535,2024-01-01
SAN BLAS-CANILLEJAS,40.4304794,-3.6216456,MEDIO AMBIENTE,2843310.23,2024,Hellín,447271.0681646677,4475723.516455588,2024-01-01
VICÁLVARO,40.3862875,-3.5784381,MEDIO AMBIENTE,1321984.67,2024,Casco Histórico de Vicálvaro,450903.9126452748,4470793.367682984,2024-01-01
VILLA DE VALLECAS,40.3651087,-3.5968636,MEDIO AMBIENTE,1525000.0,2024,Ensanche de Vallecas,449324.138070354,4468452.947609541,2024-01-01
FUENCARRAL-EL PARDO,40.5070759,-3.7077138,MEDIO AMBIENTE,1022000.0,2024,El Goloso,440038.7400241596,4484280.700425177,2024-01-01
SAN BLAS-CANILLEJAS,40.4439911,-3.5718752,MEDIO AMBIENTE,1020000.0,2024,Rejas,451502.4030937007,4477194.791933404,2024-01-01
SAN BLAS-CANILLEJAS,40.4423525,-3.6107376,MEDIO AMBIENTE,1030000.0,2024,Canillejas,448205.4191246752,4477034.972708861,2024-01-01
BARAJAS,40.4708223,-3.5777749,MEDIO AMBIENTE,1650000.0,2024,Aeropuerto,451021.5677679917,4480176.309342846,2024-01-01
VILLA DE VALLECAS,40.3492529,-3.6694496,MEDIO AMBIENTE,3300000.0,2024,Casco Histórico de Vallecas,443147.96621844906,4466737.089894603,2024-01-01
FUENCARRAL-EL PARDO,40.5237273,-3.7805961,MEDIO AMBIENTE,1640000.0,2024,El Pardo,433880.0683636425,4486181.132092475,2024-01-01
VICÁLVARO,40.37320354825461,-3.559946239932372,MEDIO AMBIENTE,5109768.77,2024,Casco Histórico de Vicálvaro,452464.25906007807,4469330.967017002,2024-01-01
MONCLOA-ARAVACA,40.423433,-3.758581,MEDIO AMBIENTE,3965173.53,2024,Casa de Campo,435649.1826961711,4475032.100337124,2024-01-01
RETIRO,40.419683887311045,-3.687996938411679,MEDIO AMBIENTE,1978045.0,2024,Los Jerónimos,441633.6735511834,4474566.934156748,2024-01-01
VILLA DE VALLECAS,40.336444,-3.577083,MEDIO AMBIENTE,37223550.27,2024,Casco Histórico de Vallecas,450982.8418714711,4465260.082937777,2024-01-01
BARAJAS,40.4517812278232,-3.535458209657427,MEDIO AMBIENTE,67132581.91,2024,Aeropuerto,454595.98589535087,4478040.132834251,2024-01-01
BARAJAS,40.4944431,-3.5501484,MEDIO AMBIENTE,59797391.33,2024,Aeropuerto,453379.8444638532,4482783.2632951,2024-01-01
VILLAVERDE,40.334267204235616,-3.663788802897855,MEDIO AMBIENTE,2898729.94,2024,Butarque,443616.2293025152,4465070.085947744,2024-01-01
VILLA DE VALLECAS,40.33552477,-3.58243889,MEDIO AMBIENTE,6502948.0,2024,Casco Histórico de Vallecas,450527.2411601053,4465161.03030259,2024-01-01
