Barrio,anyo,Inversion,airbnb,Superficie (Ha.),Población densidad (hab./Ha.),Tasa bruta de natalidad (‰),Población en etapas educativas,Tasa de crecimiento demográfico (porcentaje),Porcentaje de envejecimiento (Población mayor de 65 años/Población total),Paro registrado (número de personas registradas en SEPE en febrero),Tamaño medio del hogar,Valor catastral medio por inmueble de uso residencial,Hogares con un hombre solo mayor de 65 años,Hogares con una mujer sola mayor de 65 años,Edad media de la población,Número Habitantes,Población Mujeres,Total hogares,Personas con nacionalidad española,Personas con nacionalidad extranjera,Renta neta media anual de los hogares (Urban Audit),num_hogar_monoparental,anyo_timestamp,poblacion_noEstudios,poblacion_estudios_medios,poblacion_estudios_superiores,precio_vivienda
Vinateros,2022,0.0,9,59.0,290.0,6.5,1915,-1.6,28.71,813,2.34,76305.0,262,1099,49.57,16599,9233,7215,14695,2164,30745.0,141,2022-01-01,2559,7327,1743,2474.83
Vista Alegre,2022,0.0,55,159.0,301.0,7.3,5822,-1.1,22.08,2565,2.7,60865.0,519,2083,45.48,46474,25266,17469,35354,11728,29307.0,338,2022-01-01,7227,5799,6903,2193.55
Zofío,2022,6430756.47,14,77.0,187.0,6.7,1895,-0.5,17.06,864,2.84,46523.0,126,495,43.47,14022,7451,5049,10463,3872,27572.0,119,2022-01-01,2423,6654,1501,1755.15
Águilas,2022,0.0,10,361.0,145.0,6.3,6079,-1.0,27.46,2494,2.48,61677.0,749,2610,48.54,50906,27332,20844,44912,6687,31644.0,418,2022-01-01,8973,17406,6636,2153.24
Ángeles,2022,0.0,8,194.0,169.0,7.1,4060,0.4,24.75,1933,2.61,74137.0,380,1567,46.56,32901,17544,12540,26585,6088,29952.0,288,2022-01-01,5805,15246,3791,1868.11
Abrantes,2023,0.0,29,156.46,202.55,6.95,4682,-1.9,17.53,1647,2.770809067,60030.0,296,1122,42.76,31691,16980,11161,24022,6903,30910.0,275,2023-01-01,3511,4027,4434,2210.36
Acacias,2023,0.0,109,107.34,336.03,6.63,3565,-0.99,25.06,1285,2.326232894,118774.0,491,1570,47.69,36069,19453,15492,33249,2789,48967.0,292,2023-01-01,2475,11169,7801,5292.83
Adelfas,2023,13676013.36,56,64.08,293.88,7.92,2414,0.33,22.55,621,2.375,137061.0,198,760,45.67,18832,10133,7880,17186,1529,50837.0,190,2023-01-01,1174,5699,6957,4381.49
Aeropuerto,2023,127358255.34,5,2966.0,0.64,7.87,302,-1.21,14.72,87,2.750362845,52602.0,22,56,42.02,1902,937,689,1468,427,28191.0,21,2023-01-01,287,899,212,0.0
Alameda de Osuna,2023,6377331.37,25,203.13,96.91,6.36,3111,0.03,26.26,495,2.647011309,140798.0,257,691,46.3,19685,10288,7428,18358,1304,56971.0,222,2023-01-01,805,4324,7758,3486.01
Almagro,2023,0.0,100,93.79,207.04,8.74,2215,-0.97,24.42,404,2.404720497,287415.0,319,852,46.49,19418,10851,8050,16480,2878,72371.0,152,2023-01-01,687,4794,3328,7595.59
Almenara,2023,0.0,99,99.94,230.71,8.96,2679,-0.64,18.97,1405,2.404128538,112036.0,319,888,43.96,23057,12369,9398,18827,3767,33159.0,207,2023-01-01,3019,8879,5986,3194.29
Almendrales,2023,0.0,60,78.01,292.71,9.64,3396,-0.08,15.57,1219,2.783496227,66996.0,211,795,41.75,22834,12079,8083,16138,6361,29898.0,188,2023-01-01,3357,10121,1694,2409.57
Aluche,2023,0.0,41,284.98,233.66,5.87,7354,-1.71,29.23,2836,2.451150495,74497.0,995,3670,48.58,66588,36204,26858,54255,11578,33351.0,472,2023-01-01,10085,22302,11123,2362.33
Amposta,2023,0.0,3,37.02,246.52,8.3,1246,-1.99,17.86,708,2.564782097,47436.0,121,392,42.96,9126,4868,3396,6918,1792,24314.0,97,2023-01-01,1597,3486,842,1833.19
Apóstol Santiago,2023,0.0,25,120.51,128.08,5.96,1823,-0.64,21.53,731,2.631182612,117420.0,167,651,46.04,15435,8091,5843,13751,1623,40604.0,140,2023-01-01,549,3942,4068,3461.16
Arapiles,2023,5508238.54,121,57.82,418.37,7.34,2419,-1.19,24.29,720,2.141121829,142518.0,378,1467,46.18,24190,13359,11196,20902,3070,47995.0,191,2023-01-01,1251,6621,11721,5964.52
Aravaca,2023,1500000.0,24,583.4,47.04,8.27,4941,-0.89,16.17,593,3.085601355,228213.0,210,548,41.21,27445,14609,8855,24464,2859,71212.0,296,2023-01-01,1082,3040,11815,4361.71
Arcos,2023,6629084.85,15,130.52,194.25,7.54,3601,1.28,16.94,1408,2.703639515,80319.0,216,877,43.3,25354,13422,9232,22045,2915,32835.0,238,2023-01-01,2815,2398,4007,2465.83
Argüelles,2023,2289485.0,189,75.75,323.39,7.66,2402,0.01,24.61,578,2.29400038,242332.0,407,1141,46.65,24497,13290,10534,20493,3672,56921.0,185,2023-01-01,1033,6245,12298,5856.06
Atalaya,2023,0.0,0,24.89,65.17,9.41,256,1.69,22.84,45,2.68729097,228218.0,15,50,44.7,1622,931,598,1419,188,73959.0,28,2023-01-01,38,369,792,5625.3
Atocha,2023,0.0,16,73.57,26.49,6.53,291,11.49,10.12,61,2.596153846,191895.0,3,27,38.25,1949,992,624,1483,137,47715.0,16,2023-01-01,80,603,682,0.0
Bellas Vistas,2023,0.0,117,71.52,410.44,8.07,3397,-1.61,18.62,1234,2.408422626,94195.0,399,1209,43.61,29355,15927,12039,21983,7011,34744.0,223,2023-01-01,771,11671,9000,3771.22
Berruguete,2023,3090472.26,95,60.71,423.23,7.59,2972,-2.81,16.62,1124,2.393840545,85924.0,267,982,42.71,25694,14090,10423,18831,6120,32468.0,220,2023-01-01,757,10846,6761,3310.06
Buenavista,2023,39123655.39,23,561.32,87.56,6.2,8880,-0.4,13.57,2279,2.723725434,76349.0,381,1054,40.82,49151,25418,17555,40775,7040,35003.0,656,2023-01-01,497,21056,7060,2637.71
Butarque,2023,8714861.07,13,637.55,33.43,8.67,4690,0.44,8.86,1054,2.832085998,78047.0,94,256,37.29,21316,11010,7349,17802,3010,33059.0,350,2023-01-01,1853,7353,3268,2093.01
Campamento,2023,0.0,17,919.14,21.49,7.3,2430,-1.24,23.41,803,2.593829645,75481.0,268,782,45.67,19750,10639,7455,15123,4214,34426.0,144,2023-01-01,778,8865,3913,2379.49
Canillas,2023,6841060.42,85,252.25,157.72,5.98,4676,-1.43,27.5,1465,2.47109341,123862.0,477,1832,48.34,39786,21301,16069,35741,3967,43396.0,332,2023-01-01,4844,15466,11350,3629.84
Canillejas,2023,0.0,49,159.77,181.93,6.75,3637,-1.34,23.26,1420,2.587110225,75697.0,374,1194,45.89,29067,15539,11032,23565,4976,34162.0,261,2023-01-01,3348,6014,5217,2485.67
Casa de Campo,2023,20587588.63,33,1746.0,7.31,7.42,1263,-2.03,25.53,470,2.295034953,110040.0,225,726,48.63,12767,6809,5579,11673,1131,46362.0,125,2023-01-01,891,4043,2729,4134.56
Casco Histórico de Barajas,2023,26791325.36,29,54.94,134.4,8.48,825,-2.06,19.9,329,2.329952456,104612.0,104,245,45.15,7384,3865,3155,5935,1416,31566.0,66,2023-01-01,949,3673,1291,3202.44
Casco Histórico de Vallecas,2023,147366337.86,55,4305.0,9.39,7.69,6256,-1.66,16.86,2972,2.660884765,61817.0,393,1312,42.02,40417,21004,14874,32391,7187,27339.0,438,2023-01-01,7076,12957,3735,2249.42
Casco Histórico de Vicálvaro,2023,0.0,24,2149.0,16.52,6.57,5108,-1.31,20.32,2274,2.619922342,57320.0,440,1369,44.07,35519,18510,13392,27650,7436,27740.0,340,2023-01-01,4734,11713,3831,2441.88
Castellana,2023,0.0,94,77.34,218.76,8.96,1829,-0.74,23.49,285,2.433495423,346246.0,260,700,45.03,16919,9496,6992,13646,3369,76960.0,87,2023-01-01,479,3846,8508,7757.61
Castilla,2023,4416178.04,33,216.13,78.87,9.45,2288,-0.6,22.65,426,2.533253803,158699.0,233,693,44.93,17046,9126,6706,15248,1740,62012.0,111,2023-01-01,638,4068,1884,5098.72
Castillejos,2023,0.0,121,70.47,291.9,9.01,2017,-1.27,23.97,657,2.165261023,154208.0,365,1056,46.4,20570,11331,9367,17057,3225,49475.0,154,2023-01-01,1137,6236,9513,4847.93
Chopera,2023,18581944.51,82,56.78,348.03,8.04,2098,-1.72,22.98,860,2.278226737,93667.0,277,1005,46.4,19761,10769,8662,17004,2729,36345.0,144,2023-01-01,1747,5358,6754,4207.17
Ciudad Jardín,2023,0.0,51,76.23,242.86,9.02,2246,-1.12,23.65,593,2.282137102,141253.0,266,930,46.08,18513,10279,8067,16058,2352,49051.0,160,2023-01-01,906,3605,3989,5191.32
Ciudad Universitaria,2023,0.0,22,1425.0,11.48,7.04,2083,0.28,25.67,357,2.613178669,277344.0,226,675,46.06,16364,8761,6207,14671,1549,65088.0,123,2023-01-01,619,3545,8276,4486.39
Colina,2023,0.0,13,55.97,117.37,8.66,924,-0.46,23.81,217,2.411719939,160992.0,86,259,45.29,6569,3596,2628,5645,693,55524.0,106,2023-01-01,265,1644,1425,4920.05
Comillas,2023,9169796.78,90,66.61,341.1,7.17,2414,-2.14,23.63,1162,2.319515506,63993.0,378,1245,46.36,22721,12230,9577,17830,4384,30868.0,207,2023-01-01,2790,5747,1661,2838.59
Corralejos,2023,0.0,8,467.25,16.32,6.03,1606,-0.83,10.24,202,2.911145155,181926.0,42,85,39.4,7626,3877,2611,7095,506,72657.0,129,2023-01-01,238,1543,1414,3673.5
Cortes,2023,30807829.64,712,59.19,182.73,6.48,685,0.38,17.08,411,1.935299374,176561.0,218,405,44.88,10816,5466,5595,7846,2982,40008.0,66,2023-01-01,561,2112,5384,5729.37
Costillares,2023,0.0,19,142.72,153.55,7.21,3150,-1.4,22.91,618,2.719300437,198249.0,231,826,45.34,21914,11682,8005,20610,1158,70743.0,216,2023-01-01,726,4895,4465,4692.53
Cuatro Caminos,2023,12504299.87,179,118.5,293.27,7.71,3627,-1.0,22.72,1040,2.266188942,143816.0,470,1790,45.63,34753,19216,15211,28857,5614,48478.0,246,2023-01-01,1964,10558,15634,4802.46
Cuatro Vientos,2023,0.0,5,543.01,11.27,9.29,1287,1.55,6.99,301,2.656277827,111616.0,32,73,37.86,6122,3054,2246,5373,593,38972.0,130,2023-01-01,343,2318,1597,3092.2
Delicias,2023,0.0,113,105.47,270.93,8.41,3842,-0.46,17.38,969,2.366203083,117541.0,329,1046,43.59,28575,15112,11936,24783,3460,45392.0,267,2023-01-01,1679,2636,11683,4376.4
El Cañaveral,2023,204408760.86,0,1057.0,12.35,32.6,2062,67.5,2.29,408,2.474135546,117631.0,11,10,32.6,13054,6402,3615,7932,1012,38310.0,126,2023-01-01,206,4800,3374,2608.58
El El Salvador,2023,0.0,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,2023-01-01,0,0,0,0.0
El Goloso,2023,10212185.15,5,2649.0,7.19,14.63,5745,0.77,8.06,374,3.216694772,160053.0,59,118,35.39,19036,9659,5930,17882,1193,69983.0,461,2023-01-01,588,3145,3358,5565.28
El Pardo,2023,0.0,1,18758.0,0.18,6.15,413,-1.79,24.75,125,2.591570881,108466.0,53,176,47.28,3421,1705,1305,3219,163,38460.0,38,2023-01-01,413,1559,753,3326.83
El Plantío,2023,0.0,7,352.82,8.63,7.44,567,2.77,19.15,53,3.202991453,507167.0,32,42,42.07,3044,1631,936,2674,324,89731.0,30,2023-01-01,92,616,1344,4544.1
El Viso,2023,9333931.31,33,170.92,101.06,9.79,2345,-0.97,22.14,284,2.79002923,419433.0,199,548,44.83,17274,9464,6158,15241,1940,83519.0,106,2023-01-01,508,3800,6933,7061.58
Embajadores,2023,4436625.3100000005,1660,103.37,446.98,5.72,3758,-1.7,13.56,2497,2.045630726,97613.0,687,1548,42.91,46204,22110,22704,32633,13811,30825.0,365,2023-01-01,4263,15408,16198,4624.29
Ensanche de Vallecas,2023,32522747.61,0,634.11,83.91,13.24,12397,1.83,5.09,2402,2.526136364,103876.0,208,329,35.21,53208,27276,20240,44596,6533,36616.0,1153,2023-01-01,784,13380,13364,2980.25
Entrevías,2023,31634305.07,25,597.19,59.28,7.84,4930,-1.57,18.66,2719,2.726558202,45112.0,370,1269,43.32,35399,18423,12723,28521,6169,25324.0,314,2023-01-01,2745,15886,2369,1826.99
Estrella,2023,0.0,17,102.55,220.86,6.76,2940,-1.18,31.57,536,2.611786288,183695.0,280,1072,49.2,22649,12256,8722,21731,1048,62973.0,135,2023-01-01,1041,3383,10877,4760.98
Fontarrón,2023,1487510.12,29,96.46,179.69,6.99,2085,-1.43,24.19,907,2.474089128,72607.0,235,958,46.65,17333,9457,6889,14287,2757,30951.0,160,2023-01-01,826,7969,3043,2509.27
Fuente del Berro,2023,0.0,69,85.26,245.47,8.32,2250,-0.55,24.71,664,2.249460509,135240.0,332,1181,46.93,20929,11800,9268,18086,2762,46114.0,162,2023-01-01,1197,4262,9364,5330.23
Fuentelarreina,2023,0.0,0,138.26,24.66,10.74,587,-0.3,26.09,40,2.940246046,325967.0,43,111,45.15,3410,1851,1138,3112,234,88753.0,22,2023-01-01,88,692,750,4274.97
Gaztambide,2023,0.0,115,50.65,453.29,6.93,2161,-1.27,25.64,671,2.166873864,152162.0,415,1321,46.77,22959,12802,10457,19688,2971,49435.0,142,2023-01-01,1070,5989,5309,5605.32
Goya,2023,0.0,180,77.03,382.67,7.81,3050,-0.13,23.89,693,2.230716775,192881.0,495,1545,46.2,29477,16605,13198,24555,4886,55488.0,214,2023-01-01,1177,4895,14987,6682.47
Guindalera,2023,28893770.04,195,160.28,261.82,7.46,4770,-0.52,23.97,1262,2.334825676,147666.0,569,2057,46.41,41964,22958,17869,36662,5059,51932.0,310,2023-01-01,1888,6658,15811,4823.96
Hellín,2023,6994980.7,16,55.06,173.54,8.16,1170,-0.91,20.66,605,2.507842077,62446.0,135,493,45.02,9555,5180,3698,7707,1567,26712.0,77,2023-01-01,1655,4600,1072,1876.12
Hispanoamérica,2023,0.0,82,171.25,183.77,10.4,4490,-0.57,24.72,752,2.522488575,213486.0,430,1485,46.24,31470,17311,12473,28929,2534,70450.0,242,2023-01-01,1062,7347,6769,6229.68
Horcajo,2023,0.0,0,74.59,84.98,5.82,913,-0.27,10.64,361,2.901369863,140585.0,32,80,41.7,6339,3310,2190,5912,442,50026.0,73,2023-01-01,424,2014,1969,3648.54
Ibiza,2023,0.0,134,49.2,436.83,8.8,2564,-0.84,25.08,615,2.282404442,191752.0,323,1178,46.98,21492,11924,9366,18584,2793,52793.0,198,2023-01-01,1027,5895,10161,6060.71
Imperial,2023,68542278.56,95,96.77,231.32,7.41,2487,-0.62,22.93,802,2.328735871,117787.0,296,970,47.07,22385,11964,9643,20658,1798,46721.0,152,2023-01-01,1541,7063,9384,3953.99
Justicia,2023,0.0,741,73.94,246.4,6.52,1299,-1.07,15.49,718,2.003670337,202984.0,265,636,44.12,18219,8958,8991,13521,4494,48352.0,122,2023-01-01,781,5210,9169,6919.11
La Concepción,2023,2638821.85,43,88.59,236.38,7.0,2337,-1.39,24.24,823,2.260561823,98907.0,354,1275,47.06,20941,11539,9042,17446,2993,38258.0,218,2023-01-01,1679,5524,2367,4069.36
La Paz,2023,18607027.19,12,215.48,149.4,6.43,3701,-2.02,35.53,753,2.588715486,146741.0,425,1409,50.6,32192,17228,12495,30635,1711,61451.0,198,2023-01-01,495,9956,14372,3969.93
Legazpi,2023,17637857.99,19,141.45,137.63,9.94,3379,-0.53,10.5,522,2.532388137,150377.0,123,315,40.5,19468,9960,7688,17970,1499,55486.0,242,2023-01-01,682,4804,2456,4768.29
Lista,2023,0.0,115,52.02,403.09,8.64,2201,-0.38,24.12,515,2.251652042,187341.0,321,1153,45.94,20969,11913,9231,17311,3474,56249.0,161,2023-01-01,837,2911,9665,6229.51
Los Los Cármenes,2023,0.0,29,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,2023-01-01,0,0,0,0.0
Los Los Jerónimos,2023,0.0,68,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,2023-01-01,0,0,0,0.0
Los Rosales,2023,13526313.79,33,154.07,245.39,6.1,5188,-1.25,17.05,2221,2.809319482,64288.0,336,1079,43.34,37808,19687,13284,29602,7717,31264.0,305,2023-01-01,5799,17587,3621,1931.08
Lucero,2023,17362799.79,46,167.9,218.87,6.77,4311,-1.42,22.01,1828,2.526411658,75924.0,488,1668,45.58,36749,19593,14274,29440,6622,33514.0,289,2023-01-01,5109,11601,7279,2408.06
Marroquina,2023,1320766.33,25,179.01,145.91,5.44,2525,-1.36,28.53,1125,2.434231232,100675.0,376,1427,50.08,26120,14158,10803,24486,1811,43531.0,185,2023-01-01,2789,9527,7884,3143.33
Media Legua,2023,0.0,14,99.9,173.4,6.22,1943,-1.62,28.62,866,2.430689607,103163.0,227,1002,48.63,17323,9495,7149,15535,1842,38562.0,139,2023-01-01,2276,4114,4512,2904.81
Mirasierra,2023,13629765.98,12,699.28,51.02,12.09,7801,1.93,15.41,762,3.120240836,215868.0,210,652,39.62,35676,18516,11294,33453,1787,73969.0,427,2023-01-01,1059,4895,15748,4281.56
Moscardó,2023,1000000.0,102,90.88,292.46,7.96,3272,-1.83,18.6,1389,2.657482717,56286.0,324,1115,43.77,26579,14048,9836,18626,7513,28875.0,209,2023-01-01,3663,9388,4270,2379.49
Niño Jesús,2023,0.0,35,64.33,234.62,8.48,2182,-1.12,27.19,327,2.668724643,250595.0,194,681,47.08,15093,8281,5669,14209,920,72311.0,106,2023-01-01,441,2313,7667,5894.47
Nueva España,2023,3963927.48,48,179.01,136.67,9.46,4048,-1.35,21.3,468,2.643880208,270983.0,322,906,43.77,24466,13416,9216,22020,2346,78336.0,194,2023-01-01,563,4948,8967,5660.08
Numancia,2023,0.0,114,184.91,263.48,7.71,6008,-1.68,18.59,3067,2.566113461,53221.0,571,1831,43.6,48720,25656,18438,36232,11082,27444.0,429,2023-01-01,8049,22825,5552,2194.78
Opañel,2023,0.0,75,110.73,306.0,6.03,3839,-1.06,20.23,1643,2.507907817,64848.0,449,1551,44.79,33883,18327,13278,25529,7771,30853.0,254,2023-01-01,4297,15739,6665,2500.72
Orcasitas,2023,4815422.43,21,135.64,170.19,7.25,3680,-0.43,18.99,1337,2.714353163,56445.0,243,854,44.04,23085,12185,8472,20648,2347,30835.0,235,2023-01-01,4145,5275,2544,1654.28
Orcasur,2023,5119065.0,43,138.73,103.73,9.37,2266,0.77,14.22,1112,2.96689569,67811.0,115,302,41.15,14390,7403,4803,11657,2593,28518.0,118,2023-01-01,2659,5931,1680,2850.8
Pacífico,2023,38764989.11,159,75.83,435.54,6.05,3232,-0.98,26.22,1032,2.231345826,123230.0,556,1930,48.1,33027,18218,14675,29548,3197,46093.0,262,2023-01-01,1930,10481,12860,4390.07
Palacio,2023,4929451.94,1113,146.99,159.88,5.87,1695,-0.71,19.11,1119,2.004365317,138648.0,486,1050,45.98,23501,11944,11683,18568,4848,39390.0,186,2023-01-01,1524,7424,4962,5410.14
Palomas,2023,0.0,5,106.88,64.76,5.5,1289,0.61,16.15,178,3.039456379,263014.0,53,127,41.5,6922,3518,2281,6147,786,83533.0,74,2023-01-01,137,1379,1345,3990.82
Palomeras Bajas,2023,35142064.63,48,172.39,234.8,7.16,4906,-1.33,17.42,2427,2.637540453,54651.0,397,1336,44.21,40477,21530,15141,33703,6232,32081.0,365,2023-01-01,4458,18645,6103,2128.24
Palomeras Sureste,2023,13538876.0,33,310.86,138.85,6.88,5651,-0.9,18.48,2650,2.632914526,56385.0,436,1446,44.26,43162,22671,16157,36665,5874,30247.0,414,2023-01-01,3212,17988,1318,2148.95
Palos de la Frontera,2023,0.0,238,64.84,387.06,7.39,2341,-2.78,21.44,1013,2.147089041,101139.0,374,1292,46.25,25097,13300,11680,21216,3862,38852.0,185,2023-01-01,1949,8572,10348,4359.85
Pavones,2023,1957566.38,7,100.97,87.29,4.97,972,-2.86,26.86,456,2.65580262,102256.0,99,372,48.34,8814,4779,3283,7826,893,36541.0,61,2023-01-01,1320,2220,942,2357.79
Peñagrande,2023,0.0,35,288.73,153.57,6.71,5699,-1.12,27.15,1492,2.563043859,140182.0,576,1813,47.35,44341,23744,17123,40440,3447,49757.0,426,2023-01-01,152,8278,10172,3992.9
Pilar,2023,0.0,36,136.32,334.58,6.57,4841,-1.35,29.0,1732,2.330866482,84307.0,674,2614,48.73,45610,24890,19458,39792,5562,36799.0,357,2023-01-01,5903,18730,12803,3788.2
Pinar del Rey,2023,0.0,69,266.48,195.25,6.73,6183,-1.25,26.46,2263,2.418773911,100498.0,725,2649,47.62,52031,28206,21434,45555,6287,36609.0,507,2023-01-01,5358,18636,10298,3223.52
Piovera,2023,609127.72,20,313.96,47.91,7.19,2588,0.76,15.58,303,3.018578352,393018.0,99,251,41.92,15041,7830,4952,12493,2455,84205.0,135,2023-01-01,397,3022,7074,5397.85
Portazgo,2023,0.0,25,124.53,230.8,7.51,3884,-1.71,21.41,1940,2.602634973,48680.0,351,1201,44.69,28741,15270,10854,23627,4622,26468.0,272,2023-01-01,5970,9019,2913,2061.83
Pradolongo,2023,2526173.08,31,109.57,163.17,8.37,2414,-2.62,16.35,998,2.905063291,48347.0,167,544,42.17,17878,9440,6004,11055,6387,24874.0,149,2023-01-01,3336,8644,1512,0.0
Prosperidad,2023,0.0,96,104.01,346.38,8.0,3971,-0.94,25.89,1159,2.244321018,131999.0,527,2097,47.32,36027,19955,16024,32025,3938,48327.0,300,2023-01-01,1809,10884,5908,5053.89
Pueblo Nuevo,2023,7741111.3,113,231.92,270.96,6.13,7302,-1.28,21.83,2822,2.55982641,83755.0,783,2708,45.56,62840,33858,24195,50172,11763,33329.0,490,2023-01-01,8178,27710,10649,2946.9
Puerta Bonita,2023,2154942.74,36,160.86,228.76,7.32,4941,-1.55,17.55,2188,2.7780394,59261.0,363,1244,42.57,36798,19449,12741,26529,8866,28320.0,323,2023-01-01,640,17004,4633,2125.93
Puerta del Ángel,2023,0.0,177,137.53,314.78,6.93,4565,-1.39,20.35,2348,2.350593312,78747.0,572,2016,44.85,43292,23127,17613,32470,8931,30717.0,351,2023-01-01,1716,9642,10520,2796.26
Quintana,2023,7164973.74,66,72.31,352.22,6.8,2602,-1.79,21.76,1161,2.330217768,89411.0,340,1387,45.65,25469,14020,10378,19333,4849,33611.0,207,2023-01-01,2480,11108,3285,3401.96
Recoletos,2023,7313290.73,171,87.31,176.89,9.27,1762,0.12,23.63,253,2.342365269,392389.0,280,598,46.57,15444,8478,6680,12515,3132,79782.0,111,2023-01-01,392,2402,6498,10436.44
Rejas,2023,0.0,65,501.57,34.69,10.04,3199,-0.75,11.56,600,2.492436481,102765.0,148,384,40.03,17399,8904,6809,13831,3140,41606.0,297,2023-01-01,915,6068,5490,3040.61
Rosas,2023,16120233.08,29,929.65,33.08,4.87,4158,-2.07,15.5,1184,2.788642109,117457.0,224,618,43.96,30751,16024,11076,29042,1845,48314.0,292,2023-01-01,2303,7782,8391,4245.07
Ríos Rosas,2023,0.0,118,97.54,278.48,9.02,3054,-1.16,23.66,677,2.225798444,159517.0,392,1440,45.84,27163,15335,12086,23594,3306,55426.0,218,2023-01-01,1151,6847,13837,6238.76
San Cristóbal,2023,0.0,16,108.25,159.54,11.48,3119,-2.06,11.26,1361,3.212355212,28122.0,121,445,38.06,17270,8684,5180,10691,5949,22430.0,138,2023-01-01,1149,7954,952,1421.79
San Diego,2023,57646385.37,138,106.99,421.57,8.6,6274,-1.54,13.35,3077,2.636235178,51035.0,481,1329,40.31,45104,23511,16277,29233,13677,23954.0,457,2023-01-01,6618,20430,2297,2143.48
San Fermín,2023,25008216.01,35,147.54,159.94,7.1,3716,-1.6,14.54,1569,2.823104693,63309.0,196,605,41.59,23598,12352,8310,18670,4790,28655.0,278,2023-01-01,3603,9441,2794,2044.48
San Isidro,2023,0.0,111,189.93,212.54,7.31,5053,-0.85,18.88,2660,2.559352869,62299.0,478,1562,43.85,40368,21399,15391,30868,8523,29019.0,339,2023-01-01,6183,17907,3397,2630.78
San Juan Bautista,2023,0.0,16,101.08,123.12,7.19,1808,-1.59,22.48,355,2.513707038,170776.0,133,526,45.21,12445,6632,4888,11006,1281,62813.0,143,2023-01-01,493,2966,5862,4836.38
San Pascual,2023,12037427.05,24,105.27,174.1,7.07,2088,-1.57,27.69,673,2.337596589,118480.0,258,1023,47.86,18327,9978,7506,15950,1596,45513.0,182,2023-01-01,1678,6465,5321,4257.74
Santa Eugenia,2023,3604628.04,6,208.02,114.78,5.7,2795,-0.74,23.7,1170,2.662617338,67120.0,239,875,47.05,23876,12495,9055,21455,2655,39914.0,157,2023-01-01,2750,5763,4930,2329.55
Simancas,2023,0.0,65,227.63,126.37,7.49,3958,-0.99,15.63,1520,2.531542056,79014.0,297,1074,42.85,28765,15205,11128,22731,5440,34579.0,318,2023-01-01,3268,5000,5278,2849.47
Sol,2023,16807389.08,841,44.53,183.34,4.72,502,1.54,15.84,318,2.044069504,194170.0,157,257,43.52,8164,3925,3971,5386,2731,34704.0,46,2023-01-01,422,1848,3514,5054.5
Timón,2023,6556769.44,18,479.84,25.11,8.72,2254,-11.41,11.79,432,2.665844913,121423.0,76,210,40.12,12049,6347,4462,10685,1208,45064.0,196,2023-01-01,821,3015,3262,3505.72
Trafalgar,2023,0.0,242,61.19,402.37,7.9,2442,-0.54,21.54,731,2.085923529,140888.0,411,1260,45.17,24621,13474,11743,20723,3772,47561.0,218,2023-01-01,1126,6489,12480,6215.88
Universidad,2023,5050434.51,1385,94.8,345.81,5.67,2343,-1.7,15.87,1303,1.934934935,123424.0,539,1228,43.97,32783,16514,16983,24542,8319,37188.0,235,2023-01-01,1871,6913,11676,5753.05
Valdeacederas,2023,33325364.45,98,116.34,228.41,7.96,3217,-1.84,14.68,1328,2.404341428,80405.0,266,821,42.23,26573,14131,10872,20019,6121,31244.0,246,2023-01-01,2947,11303,6551,3404.75
Valdebernardo,2023,6032861.21,0,255.51,68.38,4.92,1945,-0.66,13.12,1113,2.859885152,97403.0,118,341,43.65,17471,9141,6095,16020,1411,42891.0,124,2023-01-01,618,6896,2042,2583.79
Valdefuentes,2023,23587422.76,89,1703.0,40.63,14.29,17552,4.57,7.69,1800,2.915455746,191846.0,250,565,35.57,69176,35345,22710,59267,6943,59987.0,1262,2023-01-01,1508,12896,6918,4162.66
Valdemarín,2023,0.0,3,330.25,21.67,12.51,1754,2.76,11.46,105,3.461689587,338670.0,42,70,37.53,7156,3817,2036,6431,617,89731.0,99,2023-01-01,163,997,1313,5168.96
Valderrivas,2023,0.0,0,64.32,276.12,6.2,4380,-0.52,6.63,606,2.833782712,99177.0,62,163,38.03,17760,9171,6305,17158,709,44111.0,321,2023-01-01,668,3449,3839,3345.94
Valdezarza,2023,0.0,39,139.75,218.13,7.38,3777,-0.97,25.18,1208,2.384732336,100671.0,416,1616,46.44,30484,16483,12497,26325,3477,38630.0,320,2023-01-01,3194,10773,9052,3238.76
Vallehermoso,2023,0.0,34,106.92,185.68,7.46,2250,-0.84,27.75,436,2.374940334,213564.0,281,1125,47.65,19853,11234,8380,18384,1518,63246.0,120,2023-01-01,623,4641,9529,5577.05
Valverde,2023,154409612.64,56,898.12,72.1,10.4,14371,-0.61,12.08,2315,2.759396541,125555.0,378,1521,38.84,64757,33906,23067,55633,8018,48350.0,1098,2023-01-01,1490,10135,5946,4003.8
Ventas,2023,139195909.43,133,319.8,157.03,6.96,5194,-1.27,23.02,2288,2.39005,78306.0,712,2591,46.28,50218,27350,20000,38960,8841,31461.0,394,2023-01-01,6105,6782,9420,2995.68
