;;;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
;;;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta
1 de enero de 2023;17. Villaverde;172. San Cristóbal;12.037;139;881;2.068;5.238;513;341;1.701;161;181;39;630;43;102;0;5.869;54;359;1.000;2.585;303;199;860;76;64;28;271;25;45;0;6.168;85;522;1.068;2.653;210;142;841;85;117;11;359;18;57;0
1 de enero de 2023;17. Villaverde;173. Butarque;14.495;82;542;1.311;4.307;1.076;1.054;2.377;339;751;231;1.833;139;453;0;6.782;41;220;589;2.185;558;590;1.112;133;215;166;721;64;188;0;7.713;41;322;722;2.122;518;464;1.265;206;536;65;1.112;75;265;0
1 de enero de 2023;17. Villaverde;174. Los Rosales;28.387;224;1.675;4.124;9.316;1.858;1.438;4.553;422;1.030;315;2.647;139;646;0;13.300;85;636;1.772;4.582;996;846;2.210;152;317;229;1.115;65;295;0;15.087;139;1.039;2.352;4.734;862;592;2.343;270;713;86;1.532;74;351;0
1 de enero de 2023;17. Villaverde;175. Ángeles;27.439;160;1.379;4.193;8.334;1.641;1.396;4.489;397;1.142;311;3.093;137;767;0;12.526;55;473;1.603;3.932;885;832;2.226;166;351;244;1.368;64;327;0;14.913;105;906;2.590;4.402;756;564;2.263;231;791;67;1.725;73;440;0
1 de enero de 2023;18. Villa de Vallecas;18. Villa de Vallecas;86.011;736;3.701;8.556;22.917;5.458;5.285;13.670;1.870;4.619;1.626;13.048;889;3.636;0;40.575;309;1.444;3.799;11.278;2.879;3.148;6.870;726;1.474;1.192;5.511;456;1.489;0;45.436;427;2.257;4.757;11.639;2.579;2.137;6.800;1.144;3.145;434;7.537;433;2.147;0
1 de enero de 2023;18. Villa de Vallecas;181. Casco Histórico de Vallecas;29.825;484;2.304;4.772;10.309;2.072;1.447;4.025;504;792;218;2.186;173;539;0;13.976;211;942;2.170;5.062;1.089;846;1.904;176;237;154;876;70;239;0;15.849;273;1.362;2.602;5.247;983;601;2.121;328;555;64;1.310;103;300;0
1 de enero de 2023;18. Villa de Vallecas;182. Santa Eugenia;19.118;140;796;1.954;5.073;1.081;1.122;3.602;285;1.102;369;2.666;135;793;0;8.909;53;286;805;2.350;532;708;1.823;103;355;310;1.179;77;328;0;10.209;87;510;1.149;2.723;549;414;1.779;182;747;59;1.487;58;465;0
1 de enero de 2023;18. Villa de Vallecas;183. Ensanche de Vallecas;37.068;112;601;1.830;7.535;2.305;2.716;6.043;1.081;2.725;1.039;8.196;581;2.304;0;17.690;45;216;824;3.866;1.258;1.594;3.143;447;882;728;3.456;309;922;0;19.378;67;385;1.006;3.669;1.047;1.122;2.900;634;1.843;311;4.740;272;1.382;0
1 de enero de 2023;19. Vicálvaro;19. Vicálvaro;60.940;417;2.663;6.488;15.293;3.880;4.043;9.287;1.267;3.336;1.146;9.850;457;2.813;0;28.944;168;986;2.923;7.832;2.055;2.313;4.684;525;1.045;848;4.140;231;1.194;0;31.996;249;1.677;3.565;7.461;1.825;1.730;4.603;742;2.291;298;5.710;226;1.619;0
1 de enero de 2023;19. Vicálvaro;191. Casco Histórico de Vicálvaro;26.963;295;2.050;4.709;9.116;1.683;1.230;3.450;446;768;209;2.305;153;549;0;12.647;117;772;2.114;4.602;887;673;1.673;184;244;146;910;79;246;0;14.316;178;1.278;2.595;4.514;796;557;1.777;262;524;63;1.395;74;303;0
1 de enero de 2023;19. Vicálvaro;192. Valdebernardo;12.895;102;427;1.091;2.659;815;840;2.383;199;897;291;2.510;78;603;0;6.016;46;145;482;1.285;415;470;1.227;74;256;223;1.080;44;269;0;6.879;56;282;609;1.374;400;370;1.156;125;641;68;1.430;34;334;0
1 de enero de 2023;19. Vicálvaro;193. Valderrivas;11.685;12;148;520;1.953;767;1.043;2.025;361;1.039;390;2.657;117;653;0;5.529;3;56;237;1.041;412;601;1.015;143;336;286;1.091;45;263;0;6.156;9;92;283;912;355;442;1.010;218;703;104;1.566;72;390;0
1 de enero de 2023;19. Vicálvaro;194. El Cañaveral;9.397;8;38;168;1.565;615;930;1.429;261;632;256;2.378;109;1.008;0;4.752;2;13;90;904;341;569;769;124;209;193;1.059;63;416;0;4.645;6;25;78;661;274;361;660;137;423;63;1.319;46;592;0
1 de enero de 2023;20. San Blas-Canillejas;20. San Blas-Canillejas;121.793;775;4.574;13.794;31.256;6.284;6.430;19.712;2.446;6.092;2.206;21.283;982;5.959;0;55.993;249;1.479;5.580;14.976;3.198;3.562;9.860;925;1.942;1.649;9.363;517;2.693;0;65.800;526;3.095;8.214;16.280;3.086;2.868;9.852;1.521;4.150;557;11.920;465;3.266;0
1 de enero de 2023;20. San Blas-Canillejas;201. Simancas;21.974;130;837;2.431;6.048;1.071;1.078;3.485;518;946;393;3.745;198;1.094;0;10.124;52;267;1.016;2.856;537;589;1.754;197;314;296;1.653;115;478;0;11.850;78;570;1.415;3.192;534;489;1.731;321;632;97;2.092;83;616;0
1 de enero de 2023;20. San Blas-Canillejas;202. Hellín;7.438;71;459;1.196;2.522;498;326;1.127;127;178;51;666;40;177;0;3.340;22;137;476;1.264;254;168;535;43;41;40;261;15;84;0;4.098;49;322;720;1.258;244;158;592;84;137;11;405;25;93;0
1 de enero de 2023;20. San Blas-Canillejas;203. Amposta;6.940;90;408;1.189;2.596;397;268;1.019;106;193;40;517;25;92;0;3.151;33;149;476;1.253;196;146;511;42;59;30;207;10;39;0;3.789;57;259;713;1.343;201;122;508;64;134;10;310;15;53;0
1 de enero de 2023;20. San Blas-Canillejas;204. Arcos;18.812;233;1.059;2.656;5.490;1.121;1.021;2.760;331;766;244;2.392;134;605;0;8.603;58;342;1.143;2.734;571;549;1.348;117;231;174;1.004;66;266;0;10.209;175;717;1.513;2.756;550;472;1.412;214;535;70;1.388;68;339;0
1 de enero de 2023;20. San Blas-Canillejas;205. Rosas;22.290;55;455;1.848;4.106;1.265;1.584;4.007;420;1.572;618;4.844;159;1.357;0;10.369;27;146;749;1.986;635;895;2.037;155;472;465;2.111;82;609;0;11.921;28;309;1.099;2.120;630;689;1.970;265;1.100;153;2.733;77;748;0
1 de enero de 2023;20. San Blas-Canillejas;206. Rejas;12.683;29;214;701;2.424;455;670;2.129;390;868;330;3.375;181;917;0;6.038;6;66;281;1.143;253;386;1.129;153;316;241;1.540;102;422;0;6.645;23;148;420;1.281;202;284;1.000;237;552;89;1.835;79;495;0
1 de enero de 2023;20. San Blas-Canillejas;207. Canillejas;22.897;152;1.002;3.246;6.770;1.214;1.110;3.609;403;957;306;3.125;174;829;0;10.375;47;331;1.277;3.207;629;628;1.785;154;313;231;1.322;85;366;0;12.522;105;671;1.969;3.563;585;482;1.824;249;644;75;1.803;89;463;0
1 de enero de 2023;20. San Blas-Canillejas;208. El Salvador;8.759;15;140;527;1.300;263;373;1.576;151;612;224;2.619;71;888;0;3.993;4;41;162;533;123;201;761;64;196;172;1.265;42;429;0;4.766;11;99;365;767;140;172;815;87;416;52;1.354;29;459;0
1 de enero de 2023;21. Barajas;21. Barajas;35.979;161;816;2.284;6.290;1.305;1.624;6.500;912;2.560;1.034;9.417;395;2.681;0;16.784;69;273;903;2.825;682;930;3.257;350;851;804;4.380;227;1.233;0;19.195;92;543;1.381;3.465;623;694;3.243;562;1.709;230;5.037;168;1.448;0
1 de enero de 2023;21. Barajas;211. Alameda de Osuna;14.854;25;141;664;2.013;338;565;2.882;326;1.269;566;4.604;142;1.319;0;6.845;11;36;188;764;166;346;1.402;134;406;453;2.237;89;613;0;8.009;14;105;476;1.249;172;219;1.480;192;863;113;2.367;53;706;0
1 de enero de 2023;21. Barajas;212. Aeropuerto;1.432;23;91;196;488;85;43;263;20;50;7;130;11;25;0;716;18;39;97;250;53;25;135;9;18;4;51;4;13;0;716;5;52;99;238;32;18;128;11;32;3;79;7;12;0
1 de enero de 2023;21. Barajas;213. Casco Histórico de Barajas;6.010;57;276;673;1.705;353;338;1.128;149;247;64;780;40;200;0;2.835;20;99;320;824;203;177;572;58;93;48;317;22;82;0;3.175;37;177;353;881;150;161;556;91;154;16;463;18;118;0
1 de enero de 2023;21. Barajas;214. Timón;8.614;38;250;571;1.687;432;506;1.530;237;561;218;1.953;101;530;0;3.968;13;84;233;817;216;284;768;83;178;157;846;55;234;0;4.646;25;166;338;870;216;222;762;154;383;61;1.107;46;296;0
1 de enero de 2023;21. Barajas;215. Corralejos;5.069;18;58;180;397;97;172;697;180;433;179;1.950;101;607;0;2.420;7;15;65;170;44;98;380;66;156;142;929;57;291;0;2.649;11;43;115;227;53;74;317;114;277;37;1.021;44;316;0
1 de enero de 2024;Ciudad de Madrid;Ciudad de Madrid;2.686.558;11.666;79.902;242.887;589.058;104.661;110.725;433.028;50.823;140.202;45.436;625.282;23.089;229.796;3;1.228.663;4.611;27.625;95.677;270.830;53.089;63.102;209.658;19.359;45.176;34.048;286.329;12.302;106.856;1;1.457.895;7.055;52.277;147.210;318.228;51.572;47.623;223.370;31.464;95.026;11.388;338.953;10.787;122.940;2
1 de enero de 2024;01. Centro;01. Centro;123.827;284;2.198;6.936;18.795;2.919;3.890;19.099;2.619;6.593;1.837;39.573;1.840;17.244;0;63.252;127;914;3.083;10.072;1.643;2.373;10.480;1.324;2.825;1.328;19.486;1.017;8.580;0;60.575;157;1.284;3.853;8.723;1.276;1.517;8.619;1.295;3.768;509;20.087;823;8.664;0
1 de enero de 2024;01. Centro;011. Palacio;20.796;61;364;1.121;2.837;528;620;3.263;414;1.233;344;6.712;311;2.988;0;10.358;30;153;468;1.415;301;402;1.726;208;515;245;3.237;178;1.480;0;10.438;31;211;653;1.422;227;218;1.537;206;718;99;3.475;133;1.508;0
1 de enero de 2024;01. Centro;012. Embajadores;41.344;134;1.098;3.106;7.696;1.059;1.458;6.197;846;2.069;585;11.412;580;5.104;0;21.738;58;497;1.528;4.568;603;890;3.506;437;902;433;5.552;313;2.451;0;19.606;76;601;1.578;3.128;456;568;2.691;409;1.167;152;5.860;267;2.653;0
1 de enero de 2024;01. Centro;013. Cortes;9.626;8;136;393;1.111;202;278;1.493;203;533;157;3.457;167;1.488;0;4.744;2;44;161;556;113;156;807;91;217;109;1.658;86;744;0;4.882;6;92;232;555;89;122;686;112;316;48;1.799;81;744;0
1 de enero de 2024;01. Centro;014. Justicia;15.846;23;141;598;1.962;296;392;2.401;324;826;175;6.027;236;2.445;0;8.166;9;48;241;987;174;252;1.261;172;363;129;3.108;142;1.280;0;7.680;14;93;357;975;122;140;1.140;152;463;46;2.919;94;1.165;0
1 de enero de 2024;01. Centro;015. Universidad;29.141;49;367;1.411;4.110;692;938;4.515;643;1.572;475;9.628;435;4.306;0;14.544;24;131;545;1.996;377;549;2.471;323;649;343;4.760;235;2.141;0;14.597;25;236;866;2.114;315;389;2.044;320;923;132;4.868;200;2.165;0
1 de enero de 2024;01. Centro;016. Sol;7.074;9;92;307;1.079;142;204;1.230;189;360;101;2.337;111;913;0;3.702;4;41;140;550;75;124;709;93;179;69;1.171;63;484;0;3.372;5;51;167;529;67;80;521;96;181;32;1.166;48;429;0
1 de enero de 2024;02. Arganzuela;02. Arganzuela;127.023;184;1.978;7.742;19.102;3.758;5.209;19.546;2.244;8.650;3.030;37.685;1.209;16.686;0;58.319;85;605;2.726;8.338;1.933;3.151;9.944;957;2.841;2.291;17.192;657;7.599;0;68.704;99;1.373;5.016;10.764;1.825;2.058;9.602;1.287;5.809;739;20.493;552;9.087;0
1 de enero de 2024;02. Arganzuela;021. Imperial;18.460;21;258;1.178;2.519;584;760;2.948;321;1.298;466;5.555;195;2.357;0;8.414;11;70;387;1.072;273;449;1.504;132;412;355;2.537;105;1.107;0;10.046;10;188;791;1.447;311;311;1.444;189;886;111;3.018;90;1.250;0
1 de enero de 2024;02. Arganzuela;022. Acacias;30.301;49;450;1.921;4.102;812;1.186;4.705;461;2.314;750;9.304;229;4.018;0;13.677;28;121;680;1.698;423;721;2.419;182;750;574;4.143;116;1.822;0;16.624;21;329;1.241;2.404;389;465;2.286;279;1.564;176;5.161;113;2.196;0
1 de enero de 2024;02. Arganzuela;023. Chopera;16.830;28;374;1.299;3.484;594;745;2.793;306;957;283;4.049;154;1.764;0;7.504;11;119;446;1.487;315;457;1.369;142;301;223;1.798;86;750;0;9.326;17;255;853;1.997;279;288;1.424;164;656;60;2.251;68;1.014;0
1 de enero de 2024;02. Arganzuela;024. Legazpi;14.848;11;140;541;1.503;377;656;2.041;301;1.111;515;5.230;152;2.270;0;7.125;3;53;200;694;199;416;1.115;118;393;373;2.428;80;1.053;0;7.723;8;87;341;809;178;240;926;183;718;142;2.802;72;1.217;0
1 de enero de 2024;02. Arganzuela;025. Delicias;23.346;36;319;1.280;3.708;698;919;3.499;422;1.573;553;6.999;227;3.113;0;10.785;16;97;453;1.677;379;543;1.728;184;506;423;3.239;126;1.414;0;12.561;20;222;827;2.031;319;376;1.771;238;1.067;130;3.760;101;1.699;0
1 de enero de 2024;02. Arganzuela;026. Palos de la Frontera;21.779;35;425;1.451;3.558;616;873;3.333;402;1.333;431;6.112;238;2.972;0;10.130;13;142;529;1.598;311;521;1.695;187;456;321;2.853;134;1.370;0;11.649;22;283;922;1.960;305;352;1.638;215;877;110;3.259;104;1.602;0
1 de enero de 2024;02. Arganzuela;027. Atocha;1.459;4;12;72;228;77;70;227;31;64;32;436;14;192;0;684;3;3;31;112;33;44;114;12;23;22;194;10;83;0;775;1;9;41;116;44;26;113;19;41;10;242;4;109;0
1 de enero de 2024;03. Retiro;03. Retiro;96.358;142;1.125;4.436;11.815;1.861;2.770;15.356;1.656;6.931;2.378;34.056;889;12.943;0;42.655;68;317;1.283;4.306;892;1.627;7.090;607;2.162;1.831;16.016;488;5.968;0;53.703;74;808;3.153;7.509;969;1.143;8.266;1.049;4.769;547;18.040;401;6.975;0
1 de enero de 2024;03. Retiro;031. Pacífico;28.005;47;366;1.464;3.880;627;975;4.675;520;2.093;679;8.982;260;3.437;0;12.338;23;105;443;1.499;305;587;2.214;200;646;516;4.119;144;1.537;0;15.667;24;261;1.021;2.381;322;388;2.461;320;1.447;163;4.863;116;1.900;0
1 de enero de 2024;03. Retiro;032. Adelfas;15.182;23;238;873;2.080;392;539;2.403;300;1.130;417;4.831;115;1.841;0;6.901;5;73;291;857;193;322;1.215;124;356;333;2.242;55;835;0;8.281;18;165;582;1.223;199;217;1.188;176;774;84;2.589;60;1.006;0
1 de enero de 2024;03. Retiro;033. Estrella;18.100;24;192;792;2.073;290;449;2.879;256;1.434;543;6.636;138;2.394;0;8.063;14;49;208;658;138;268;1.325;91;422;434;3.271;81;1.104;0;10.037;10;143;584;1.415;152;181;1.554;165;1.012;109;3.365;57;1.290;0
1 de enero de 2024;03. Retiro;034. Ibiza;17.708;30;204;772;2.140;324;432;2.794;274;1.120;339;6.546;182;2.551;0;7.627;14;55;215;774;137;230;1.223;86;378;247;2.988;95;1.185;0;10.081;16;149;557;1.366;187;202;1.571;188;742;92;3.558;87;1.366;0
1 de enero de 2024;03. Retiro;035. Los Jerónimos;5.591;6;53;193;580;93;142;883;118;346;111;2.117;88;861;0;2.570;4;17;42;207;56;92;400;45;115;80;1.024;59;429;0;3.021;2;36;151;373;37;50;483;73;231;31;1.093;29;432;0
1 de enero de 2024;03. Retiro;036. Niño Jesús;11.772;12;72;342;1.062;135;233;1.722;188;808;289;4.944;106;1.859;0;5.156;8;18;84;311;63;128;713;61;245;221;2.372;54;878;0;6.616;4;54;258;751;72;105;1.009;127;563;68;2.572;52;981;0
1 de enero de 2024;04. Salamanca;04. Salamanca;120.282;143;1.124;4.471;13.126;1.923;2.717;18.349;2.137;7.256;2.190;47.223;1.223;18.400;0;52.051;67;310;1.307;4.718;878;1.417;7.734;658;2.195;1.607;21.833;652;8.675;0;68.231;76;814;3.164;8.408;1.045;1.300;10.615;1.479;5.061;583;25.390;571;9.725;0
1 de enero de 2024;04. Salamanca;041. Recoletos;12.637;9;72;300;1.110;124;166;1.761;212;703;166;5.811;135;2.068;0;5.584;3;18;96;351;50;68;661;46;222;126;2.788;72;1.083;0;7.053;6;54;204;759;74;98;1.100;166;481;40;3.023;63;985;0
1 de enero de 2024;04. Salamanca;042. Goya;24.677;34;251;856;2.567;382;548;3.622;442;1.401;437;9.846;258;4.033;0;10.504;13;66;251;956;184;257;1.519;143;398;319;4.417;145;1.836;0;14.173;21;185;605;1.611;198;291;2.103;299;1.003;118;5.429;113;2.197;0
1 de enero de 2024;04. Salamanca;043. Fuente del Berro;17.540;30;199;926;2.367;432;576;2.809;335;1.175;379;5.765;171;2.376;0;7.548;11;58;254;915;210;305;1.284;122;363;289;2.578;83;1.076;0;9.992;19;141;672;1.452;222;271;1.525;213;812;90;3.187;88;1.300;0
1 de enero de 2024;04. Salamanca;044. Guindalera;34.573;38;377;1.394;3.926;602;948;5.488;613;2.268;735;12.785;328;5.071;0;15.223;20;117;436;1.462;274;544;2.457;204;700;527;5.969;183;2.330;0;19.350;18;260;958;2.464;328;404;3.031;409;1.568;208;6.816;145;2.741;0
1 de enero de 2024;04. Salamanca;045. Lista;17.270;17;138;632;1.849;237;314;2.614;281;1.017;310;6.910;175;2.776;0;7.352;12;32;171;665;105;160;1.080;82;291;229;3.140;92;1.293;0;9.918;5;106;461;1.184;132;154;1.534;199;726;81;3.770;83;1.483;0
1 de enero de 2024;04. Salamanca;046. Castellana;13.585;15;87;363;1.307;146;165;2.055;254;692;163;6.106;156;2.076;0;5.840;8;19;99;369;55;83;733;61;221;117;2.941;77;1.057;0;7.745;7;68;264;938;91;82;1.322;193;471;46;3.165;79;1.019;0
1 de enero de 2024;05. Chamartín;05. Chamartín;116.501;180;999;4.113;12.572;1.718;2.456;17.817;2.284;7.144;2.168;46.033;1.123;17.894;0;51.165;87;258;1.171;4.273;755;1.347;7.621;685;2.190;1.642;21.971;615;8.550;0;65.336;93;741;2.942;8.299;963;1.109;10.196;1.599;4.954;526;24.062;508;9.344;0
1 de enero de 2024;05. Chamartín;051. El Viso;13.434;26;92;360;1.291;123;161;1.995;242;693;159;6.013;158;2.121;0;5.852;13;22;95;362;45;81;731;57;197;118;2.970;79;1.082;0;7.582;13;70;265;929;78;80;1.264;185;496;41;3.043;79;1.039;0
1 de enero de 2024;05. Chamartín;052. Prosperidad;30.535;44;327;1.386;3.886;558;899;5.057;626;2.015;702;10.497;295;4.243;0;13.366;18;87;433;1.379;265;535;2.292;214;634;552;4.895;174;1.888;0;17.169;26;240;953;2.507;293;364;2.765;412;1.381;150;5.602;121;2.355;0
1 de enero de 2024;05. Chamartín;053. Ciudad Jardín;15.302;25;171;678;2.034;294;386;2.450;297;973;303;5.253;142;2.296;0;6.614;9;39;209;760;128;210;1.139;116;297;230;2.372;70;1.035;0;8.688;16;132;469;1.274;166;176;1.311;181;676;73;2.881;72;1.261;0
1 de enero de 2024;05. Chamartín;054. Hispanoamérica;24.851;34;174;807;2.439;315;436;3.721;477;1.551;468;10.326;251;3.852;0;10.929;19;51;215;831;139;223;1.574;119;484;352;4.926;134;1.862;0;13.922;15;123;592;1.608;176;213;2.147;358;1.067;116;5.400;117;1.990;0
1 de enero de 2024;05. Chamartín;055. Nueva España;18.674;21;99;427;1.572;198;234;2.621;367;1.063;275;8.454;159;3.184;0;8.123;16;24;99;441;75;102;989;96;322;192;4.087;95;1.585;0;10.551;5;75;328;1.131;123;132;1.632;271;741;83;4.367;64;1.599;0
1 de enero de 2024;05. Chamartín;056. Castilla;13.705;30;136;455;1.350;230;340;1.973;275;849;261;5.490;118;2.198;0;6.281;12;35;120;500;103;196;896;83;256;198;2.721;63;1.098;0;7.424;18;101;335;850;127;144;1.077;192;593;63;2.769;55;1.100;0
1 de enero de 2024;06. Tetuán;06. Tetuán;134.022;419;3.010;10.798;29.771;4.002;4.670;20.962;2.611;6.408;2.231;33.676;1.180;14.283;1;59.825;171;975;4.049;12.882;1.976;2.608;9.644;931;1.983;1.611;15.547;619;6.828;1;74.197;248;2.035;6.749;16.889;2.026;2.062;11.318;1.680;4.425;620;18.129;561;7.455;0
1 de enero de 2024;06. Tetuán;061. Bellas Vistas;24.628;52;532;2.094;6.119;700;787;4.126;475;1.182;379;5.568;188;2.426;0;11.012;22;189;785;2.688;337;438;1.911;181;371;267;2.518;102;1.203;0;13.616;30;343;1.309;3.431;363;349;2.215;294;811;112;3.050;86;1.223;0
1 de enero de 2024;06. Tetuán;062. Cuatro Caminos;29.250;60;381;1.513;4.652;552;774;4.308;521;1.571;540;9.871;259;4.248;0;12.764;31;103;487;1.746;267;388;1.938;182;464;384;4.656;133;1.985;0;16.486;29;278;1.026;2.906;285;386;2.370;339;1.107;156;5.215;126;2.263;0
1 de enero de 2024;06. Tetuán;063. Castillejos;17.684;27;220;849;2.649;344;464;2.637;346;971;334;5.967;181;2.695;0;7.789;10;61;262;1.006;169;272;1.118;110;291;255;2.831;98;1.306;0;9.895;17;159;587;1.643;175;192;1.519;236;680;79;3.136;83;1.389;0
1 de enero de 2024;06. Tetuán;064. Almenara;18.938;131;713;2.207;4.641;771;818;2.768;360;778;295;3.743;169;1.544;0;8.609;51;236;890;2.103;388;456;1.311;111;260;217;1.733;94;759;0;10.329;80;477;1.317;2.538;383;362;1.457;249;518;78;2.010;75;785;0
1 de enero de 2024;06. Tetuán;065. Valdeacederas;22.106;97;658;2.182;5.985;857;952;3.545;459;943;343;4.197;194;1.694;0;10.165;31;217;913;2.804;432;563;1.704;187;296;236;1.871;102;809;0;11.941;66;441;1.269;3.181;425;389;1.841;272;647;107;2.326;92;885;0
1 de enero de 2024;06. Tetuán;066. Berruguete;21.416;52;506;1.953;5.725;778;875;3.578;450;963;340;4.330;189;1.676;1;9.486;26;169;712;2.535;383;491;1.662;160;301;252;1.938;90;766;1;11.930;26;337;1.241;3.190;395;384;1.916;290;662;88;2.392;99;910;0
1 de enero de 2024;07. Chamberí;07. Chamberí;115.677;156;1.096;4.468;13.159;1.947;2.548;16.179;1.970;6.868;1.915;44.254;1.150;19.967;0;50.164;72;303;1.365;4.955;855;1.387;6.957;687;2.003;1.414;20.167;626;9.373;0;65.513;84;793;3.103;8.204;1.092;1.161;9.222;1.283;4.865;501;24.087;524;10.594;0
1 de enero de 2024;07. Chamberí;071. Gaztambide;19.308;20;194;805;2.299;325;449;2.687;332;1.158;316;7.202;177;3.344;0;8.415;6;53;269;872;140;252;1.207;115;346;227;3.279;95;1.554;0;10.893;14;141;536;1.427;185;197;1.480;217;812;89;3.923;82;1.790;0
1 de enero de 2024;07. Chamberí;072. Arapiles;20.462;26;251;946;2.571;395;509;2.925;340;1.156;355;7.307;184;3.497;0;8.936;10;64;309;1.030;188;283;1.344;123;339;272;3.279;110;1.585;0;11.526;16;187;637;1.541;207;226;1.581;217;817;83;4.028;74;1.912;0
1 de enero de 2024;07. Chamberí;073. Trafalgar;20.905;23;209;832;2.370;399;479;2.974;353;1.183;335;7.949;213;3.586;0;9.320;12;64;263;976;182;257;1.365;151;392;258;3.635;107;1.658;0;11.585;11;145;569;1.394;217;222;1.609;202;791;77;4.314;106;1.928;0
1 de enero de 2024;07. Chamberí;074. Almagro;16.106;22;128;527;1.829;240;244;2.230;301;1.007;210;6.508;174;2.686;0;6.967;12;34;158;646;83;121;864;78;276;156;3.089;85;1.365;0;9.139;10;94;369;1.183;157;123;1.366;223;731;54;3.419;89;1.321;0
1 de enero de 2024;07. Chamberí;075. Ríos Rosas;22.753;42;206;869;2.548;387;527;3.076;391;1.301;402;8.819;248;3.937;0;9.715;21;54;241;920;170;296;1.271;147;383;293;3.954;141;1.824;0;13.038;21;152;628;1.628;217;231;1.805;244;918;109;4.865;107;2.113;0
1 de enero de 2024;07. Chamberí;076. Vallehermoso;16.143;23;108;489;1.542;201;340;2.287;253;1.063;297;6.469;154;2.917;0;6.811;11;34;125;511;92;178;906;73;267;208;2.931;88;1.387;0;9.332;12;74;364;1.031;109;162;1.381;180;796;89;3.538;66;1.530;0
1 de enero de 2024;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;188.746;502;4.210;13.338;31.112;6.074;7.474;28.680;3.465;12.100;4.377;55.599;1.564;20.251;0;86.323;175;1.351;4.812;13.490;3.092;4.285;13.923;1.260;3.749;3.369;26.427;820;9.570;0;102.423;327;2.859;8.526;17.622;2.982;3.189;14.757;2.205;8.351;1.008;29.172;744;10.681;0
1 de enero de 2024;08. Fuencarral-El Pardo;081. El Pardo;2.797;11;86;302;662;110;139;634;57;158;32;456;15;135;0;1.380;5;22;99;328;67;92;400;28;49;24;205;4;57;0;1.417;6;64;203;334;43;47;234;29;109;8;251;11;78;0
1 de enero de 2024;08. Fuencarral-El Pardo;082. Fuentelarreina;2.525;7;19;66;225;24;21;369;52;135;38;1.129;25;415;0;1.099;2;3;19;55;13;7;117;11;36;32;563;16;225;0;1.426;5;16;47;170;11;14;252;41;99;6;566;9;190;0
1 de enero de 2024;08. Fuencarral-El Pardo;083. Peñagrande;35.425;99;954;2.960;6.681;1.337;1.451;5.648;547;2.260;864;9.047;250;3.327;0;16.044;33;321;1.068;2.890;705;867;2.720;189;675;678;4.189;133;1.576;0;19.381;66;633;1.892;3.791;632;584;2.928;358;1.585;186;4.858;117;1.751;0
1 de enero de 2024;08. Fuencarral-El Pardo;084. Pilar;38.431;113;1.314;4.324;8.824;1.652;1.831;6.197;648;2.130;670;7.644;241;2.843;0;17.020;38;400;1.570;3.903;846;1.022;2.964;250;642;504;3.443;127;1.311;0;21.411;75;914;2.754;4.921;806;809;3.233;398;1.488;166;4.201;114;1.532;0
1 de enero de 2024;08. Fuencarral-El Pardo;085. La Paz;26.550;28;327;1.539;3.671;663;864;4.422;383;2.120;821;8.292;203;3.217;0;12.037;9;93;489;1.314;325;529;2.033;117;649;674;4.154;123;1.528;0;14.513;19;234;1.050;2.357;338;335;2.389;266;1.471;147;4.138;80;1.689;0
1 de enero de 2024;08. Fuencarral-El Pardo;086. Valverde;46.381;148;1.052;2.957;8.067;1.579;2.023;6.823;1.087;2.742;1.086;13.689;465;4.663;0;21.499;49;355;1.158;3.755;777;1.123;3.416;422;894;807;6.380;231;2.132;0;24.882;99;697;1.799;4.312;802;900;3.407;665;1.848;279;7.309;234;2.531;0
