;;;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
;;;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta
1 de enero de 2022;21. Barajas;213. Casco Histórico de Barajas;5.983;58;307;707;1.701;349;322;1.111;152;250;61;737;41;184;3;2.846;21;107;336;825;203;168;572;56;91;45;314;25;80;3;3.137;37;200;371;876;146;154;539;96;159;16;423;16;104;0
1 de enero de 2022;21. Barajas;214. Timón;8.501;36;260;592;1.684;439;494;1.480;246;567;212;1.910;99;480;2;3.904;11;91;238;816;221;282;732;90;181;151;822;55;212;2;4.597;25;169;354;868;218;212;748;156;386;61;1.088;44;268;0
1 de enero de 2022;21. Barajas;215. Corralejos;5.008;19;70;183;416;94;167;692;179;436;177;1.908;92;575;0;2.367;6;18;64;176;42;97;369;61;155;142;908;56;273;0;2.641;13;52;119;240;52;70;323;118;281;35;1.000;36;302;0
1 de enero de 2023;Ciudad de Madrid;Ciudad de Madrid;2.591.217;11.829;84.074;249.108;574.178;102.492;105.586;403.656;48.488;139.584;45.241;592.736;22.101;212.138;6;1.180.419;4.465;28.849;97.741;262.122;51.967;60.357;194.723;18.263;44.856;34.042;272.335;11.852;98.846;1;1.410.798;7.364;55.225;151.367;312.056;50.525;45.229;208.933;30.225;94.728;11.199;320.401;10.249;113.292;5
1 de enero de 2023;01. Centro;01. Centro;118.959;301;2.293;7.129;18.173;2.867;3.768;18.068;2.501;6.519;1.836;37.497;1.778;16.229;0;60.660;136;941;3.076;9.572;1.622;2.300;9.897;1.253;2.785;1.336;18.628;1.004;8.110;0;58.299;165;1.352;4.053;8.601;1.245;1.468;8.171;1.248;3.734;500;18.869;774;8.119;0
1 de enero de 2023;01. Centro;011. Palacio;20.052;60;381;1.143;2.771;520;597;3.141;395;1.208;336;6.420;304;2.776;0;9.932;29;164;455;1.336;298;389;1.650;195;507;238;3.109;177;1.385;0;10.120;31;217;688;1.435;222;208;1.491;200;701;98;3.311;127;1.391;0
1 de enero de 2023;01. Centro;012. Embajadores;39.272;135;1.136;3.127;7.278;1.055;1.399;5.794;782;2.035;565;10.646;568;4.752;0;20.536;57;503;1.487;4.230;609;853;3.260;400;874;418;5.259;311;2.275;0;18.736;78;633;1.640;3.048;446;546;2.534;382;1.161;147;5.387;257;2.477;0
1 de enero de 2023;01. Centro;013. Cortes;9.286;11;137;424;1.080;196;271;1.423;204;542;161;3.274;156;1.407;0;4.598;4;43;171;535;107;158;786;92;227;112;1.576;84;703;0;4.688;7;94;253;545;89;113;637;112;315;49;1.698;72;704;0
1 de enero de 2023;01. Centro;014. Justicia;15.416;30;155;626;1.927;297;389;2.276;321;828;182;5.801;226;2.358;0;7.932;12;53;252;972;179;250;1.176;163;367;137;3.002;141;1.228;0;7.484;18;102;374;955;118;139;1.100;158;461;45;2.799;85;1.130;0
1 de enero de 2023;01. Centro;015. Universidad;28.132;54;385;1.486;4.042;659;919;4.268;625;1.539;485;9.183;418;4.069;0;14.065;27;136;573;1.962;352;527;2.328;320;624;357;4.571;233;2.055;0;14.067;27;249;913;2.080;307;392;1.940;305;915;128;4.612;185;2.014;0
1 de enero de 2023;01. Centro;016. Sol;6.801;11;99;323;1.075;140;193;1.166;174;367;107;2.173;106;867;0;3.597;7;42;138;537;77;123;697;83;186;74;1.111;58;464;0;3.204;4;57;185;538;63;70;469;91;181;33;1.062;48;403;0
1 de enero de 2023;02. Arganzuela;02. Arganzuela;123.949;184;2.117;8.036;19.025;3.732;5.031;18.951;2.160;8.706;3.080;36.290;1.205;15.432;0;56.801;81;643;2.815;8.298;1.902;3.032;9.684;914;2.852;2.334;16.583;664;6.999;0;67.148;103;1.474;5.221;10.727;1.830;1.999;9.267;1.246;5.854;746;19.707;541;8.433;0
1 de enero de 2023;02. Arganzuela;021. Imperial;18.210;20;290;1.251;2.501;595;743;2.911;313;1.319;470;5.403;202;2.192;0;8.305;10;77;414;1.066;277;436;1.498;127;424;360;2.465;112;1.039;0;9.905;10;213;837;1.435;318;307;1.413;186;895;110;2.938;90;1.153;0
1 de enero de 2023;02. Arganzuela;022. Acacias;29.831;53;477;1.998;4.119;823;1.164;4.616;447;2.321;753;9.078;233;3.749;0;13.419;27;128;705;1.704;425;709;2.368;179;742;581;4.055;119;1.677;0;16.412;26;349;1.293;2.415;398;455;2.248;268;1.579;172;5.023;114;2.072;0
1 de enero de 2023;02. Arganzuela;023. Chopera;16.452;28;402;1.345;3.511;581;718;2.680;280;965;296;3.865;153;1.628;0;7.301;10;130;453;1.515;311;430;1.324;121;295;231;1.711;88;682;0;9.151;18;272;892;1.996;270;288;1.356;159;670;65;2.154;65;946;0
1 de enero de 2023;02. Arganzuela;024. Legazpi;14.403;9;143;539;1.515;375;644;1.976;294;1.131;517;5.015;152;2.093;0;6.909;2;53;201;698;196;413;1.094;113;401;373;2.319;82;964;0;7.494;7;90;338;817;179;231;882;181;730;144;2.696;70;1.129;0
1 de enero de 2023;02. Arganzuela;025. Delicias;22.543;34;350;1.329;3.640;669;859;3.340;410;1.572;561;6.657;229;2.893;0;10.400;14;111;470;1.627;358;509;1.656;178;503;433;3.098;125;1.318;0;12.143;20;239;859;2.013;311;350;1.684;232;1.069;128;3.559;104;1.575;0
1 de enero de 2023;02. Arganzuela;026. Palos de la Frontera;21.128;36;443;1.506;3.521;609;837;3.217;388;1.331;449;5.861;223;2.707;0;9.811;15;141;543;1.578;300;493;1.637;186;463;332;2.751;128;1.244;0;11.317;21;302;963;1.943;309;344;1.580;202;868;117;3.110;95;1.463;0
1 de enero de 2023;02. Arganzuela;027. Atocha;1.382;4;12;68;218;80;66;211;28;67;34;411;13;170;0;656;3;3;29;110;35;42;107;10;24;24;184;10;75;0;726;1;9;39;108;45;24;104;18;43;10;227;3;95;0
1 de enero de 2023;03. Retiro;03. Retiro;94.831;150;1.194;4.675;11.927;1.868;2.700;15.149;1.603;6.996;2.406;33.041;853;12.268;1;41.893;70;330;1.363;4.295;915;1.582;6.949;592;2.190;1.865;15.592;473;5.677;0;52.938;80;864;3.312;7.632;953;1.118;8.200;1.011;4.806;541;17.449;380;6.591;1
1 de enero de 2023;03. Retiro;031. Pacífico;27.367;46;387;1.543;3.858;625;934;4.566;498;2.091;681;8.664;250;3.224;0;12.027;23;108;473;1.478;306;559;2.157;195;652;524;3.971;133;1.448;0;15.340;23;279;1.070;2.380;319;375;2.409;303;1.439;157;4.693;117;1.776;0
1 de enero de 2023;03. Retiro;032. Adelfas;14.994;24;252;922;2.101;400;538;2.373;287;1.150;413;4.695;105;1.734;0;6.739;6;77;310;843;201;312;1.184;124;364;327;2.158;53;780;0;8.255;18;175;612;1.258;199;226;1.189;163;786;86;2.537;52;954;0
1 de enero de 2023;03. Retiro;033. Estrella;18.041;24;212;829;2.108;295;436;2.870;257;1.453;560;6.553;133;2.311;0;8.034;11;52;220;660;141;264;1.313;87;430;450;3.254;81;1.071;0;10.007;13;160;609;1.448;154;172;1.557;170;1.023;110;3.299;52;1.240;0
1 de enero de 2023;03. Retiro;034. Ibiza;17.288;32;211;816;2.154;313;420;2.737;271;1.136;351;6.266;172;2.408;1;7.486;15;59;231;774;141;229;1.203;89;387;259;2.887;89;1.123;0;9.802;17;152;585;1.380;172;191;1.534;182;749;92;3.379;83;1.285;1
1 de enero de 2023;03. Retiro;035. Los Jerónimos;5.510;6;58;198;606;94;138;858;108;357;109;2.060;90;828;0;2.524;3;17;43;212;59;91;374;41;114;81;1.011;63;415;0;2.986;3;41;155;394;35;47;484;67;243;28;1.049;27;413;0
1 de enero de 2023;03. Retiro;036. Niño Jesús;11.631;18;74;367;1.100;141;234;1.745;182;809;292;4.803;103;1.763;0;5.083;12;17;86;328;67;127;718;56;243;224;2.311;54;840;0;6.548;6;57;281;772;74;107;1.027;126;566;68;2.492;49;923;0
1 de enero de 2023;04. Salamanca;04. Salamanca;117.014;164;1.211;4.759;13.203;1.913;2.608;17.889;2.105;7.301;2.188;45.198;1.192;17.283;0;50.457;73;337;1.368;4.696;868;1.380;7.520;639;2.166;1.625;20.976;627;8.182;0;66.557;91;874;3.391;8.507;1.045;1.228;10.369;1.466;5.135;563;24.222;565;9.101;0
1 de enero de 2023;04. Salamanca;041. Recoletos;12.333;14;73;319;1.099;123;155;1.717;208;714;165;5.597;129;2.020;0;5.447;5;19;103;329;48;65;642;47;223;129;2.705;66;1.066;0;6.886;9;54;216;770;75;90;1.075;161;491;36;2.892;63;954;0
1 de enero de 2023;04. Salamanca;042. Goya;23.933;37;257;920;2.600;380;510;3.545;434;1.406;439;9.356;263;3.786;0;10.172;14;67;269;968;179;254;1.486;135;382;325;4.208;141;1.744;0;13.761;23;190;651;1.632;201;256;2.059;299;1.024;114;5.148;122;2.042;0
1 de enero de 2023;04. Salamanca;043. Fuente del Berro;17.157;33;214;983;2.380;425;544;2.741;314;1.174;376;5.576;159;2.238;0;7.347;11;63;272;905;208;294;1.263;106;356;287;2.504;77;1.001;0;9.810;22;151;711;1.475;217;250;1.478;208;818;89;3.072;82;1.237;0
1 de enero de 2023;04. Salamanca;044. Guindalera;33.788;40;424;1.464;3.977;601;924;5.370;619;2.278;733;12.329;319;4.710;0;14.792;21;132;434;1.464;279;525;2.383;209;687;540;5.778;184;2.156;0;18.996;19;292;1.030;2.513;322;399;2.987;410;1.591;193;6.551;135;2.554;0
1 de enero de 2023;04. Salamanca;045. Lista;16.810;20;152;685;1.833;233;312;2.550;278;1.038;312;6.581;182;2.634;0;7.109;12;36;185;661;98;159;1.051;82;304;228;2.974;92;1.227;0;9.701;8;116;500;1.172;135;153;1.499;196;734;84;3.607;90;1.407;0
1 de enero de 2023;04. Salamanca;046. Castellana;12.993;20;91;388;1.314;151;163;1.966;252;691;163;5.759;140;1.895;0;5.590;10;20;105;369;56;83;695;60;214;116;2.807;67;988;0;7.403;10;71;283;945;95;80;1.271;192;477;47;2.952;73;907;0
1 de enero de 2023;05. Chamartín;05. Chamartín;113.941;208;1.091;4.395;12.665;1.688;2.395;17.433;2.271;7.185;2.225;44.467;1.110;16.807;1;49.927;97;285;1.253;4.261;743;1.295;7.396;662;2.191;1.700;21.365;609;8.070;0;64.014;111;806;3.142;8.404;945;1.100;10.037;1.609;4.994;525;23.102;501;8.737;1
1 de enero de 2023;05. Chamartín;051. El Viso;13.234;34;104;404;1.324;122;159;1.944;251;700;164;5.861;159;2.008;0;5.794;15;30;111;370;46;78;714;61;194;120;2.934;82;1.039;0;7.440;19;74;293;954;76;81;1.230;190;506;44;2.927;77;969;0
1 de enero de 2023;05. Chamartín;052. Prosperidad;29.733;50;357;1.452;3.897;558;868;4.941;620;2.041;722;10.041;282;3.904;0;12.979;19;94;449;1.394;267;514;2.223;208;630;569;4.713;165;1.734;0;16.754;31;263;1.003;2.503;291;354;2.718;412;1.411;153;5.328;117;2.170;0
1 de enero de 2023;05. Chamartín;053. Ciudad Jardín;14.972;28;181;725;2.022;288;381;2.416;298;977;301;5.037;143;2.174;1;6.474;9;39;225;748;125;200;1.115;112;305;230;2.303;75;988;0;8.498;19;142;500;1.274;163;181;1.301;186;672;71;2.734;68;1.186;1
1 de enero de 2023;05. Chamartín;054. Hispanoamérica;24.459;41;190;872;2.461;297;423;3.689;477;1.557;480;10.063;240;3.669;0;10.706;25;55;226;807;131;220;1.539;118;485;363;4.843;129;1.765;0;13.753;16;135;646;1.654;166;203;2.150;359;1.072;117;5.220;111;1.904;0
1 de enero de 2023;05. Chamartín;055. Nueva España;18.267;26;109;454;1.617;193;235;2.542;361;1.053;286;8.205;163;3.023;0;7.954;16;30;110;453;74;100;968;90;322;209;3.976;94;1.512;0;10.313;10;79;344;1.164;119;135;1.574;271;731;77;4.229;69;1.511;0
1 de enero de 2023;05. Chamartín;056. Castilla;13.276;29;150;488;1.344;230;329;1.901;264;857;272;5.260;123;2.029;0;6.020;13;37;132;489;100;183;837;73;255;209;2.596;64;1.032;0;7.256;16;113;356;855;130;146;1.064;191;602;63;2.664;59;997;0
1 de enero de 2023;06. Tetuán;06. Tetuán;128.786;425;3.173;11.130;28.955;3.922;4.419;19.664;2.533;6.444;2.222;31.785;1.119;12.994;1;57.117;162;1.024;4.141;12.448;1.955;2.476;9.032;864;1.980;1.616;14.673;591;6.154;1;71.669;263;2.149;6.989;16.507;1.967;1.943;10.632;1.669;4.464;606;17.112;528;6.840;0
1 de enero de 2023;06. Tetuán;061. Bellas Vistas;23.575;50;559;2.120;5.934;690;734;3.841;472;1.176;372;5.243;175;2.209;0;10.462;19;197;780;2.567;332;417;1.761;168;377;265;2.413;93;1.073;0;13.113;31;362;1.340;3.367;358;317;2.080;304;799;107;2.830;82;1.136;0
1 de enero de 2023;06. Tetuán;062. Cuatro Caminos;28.472;63;401;1.563;4.623;558;746;4.132;499;1.595;540;9.543;253;3.956;0;12.372;34;111;497;1.764;272;377;1.847;156;474;389;4.474;139;1.838;0;16.100;29;290;1.066;2.859;286;369;2.285;343;1.121;151;5.069;114;2.118;0
1 de enero de 2023;06. Tetuán;063. Castillejos;17.089;32;235;902;2.573;335;449;2.543;336;957;343;5.736;171;2.477;0;7.460;11;62;282;959;169;265;1.054;99;283;264;2.726;88;1.198;0;9.629;21;173;620;1.614;166;184;1.489;237;674;79;3.010;83;1.279;0
1 de enero de 2023;06. Tetuán;064. Almenara;18.176;130;760;2.259;4.471;750;748;2.543;367;782;295;3.517;162;1.392;0;8.186;46;252;903;2.016;381;424;1.201;116;255;218;1.614;89;671;0;9.990;84;508;1.356;2.455;369;324;1.342;251;527;77;1.903;73;721;0
1 de enero de 2023;06. Tetuán;065. Valdeacederas;21.073;102;692;2.255;5.846;845;902;3.283;427;942;337;3.805;170;1.467;0;9.645;29;229;938;2.708;432;531;1.598;175;297;232;1.692;86;698;0;11.428;73;463;1.317;3.138;413;371;1.685;252;645;105;2.113;84;769;0
1 de enero de 2023;06. Tetuán;066. Berruguete;20.401;48;526;2.031;5.508;744;840;3.322;432;992;335;3.941;188;1.493;1;8.992;23;173;741;2.434;369;462;1.571;150;294;248;1.754;96;676;1;11.409;25;353;1.290;3.074;375;378;1.751;282;698;87;2.187;92;817;0
1 de enero de 2023;07. Chamberí;07. Chamberí;112.499;162;1.192;4.716;13.294;1.908;2.451;15.780;1.948;6.931;1.912;42.486;1.101;18.618;0;48.619;74;322;1.451;4.908;836;1.325;6.768;678;2.023;1.415;19.480;585;8.754;0;63.880;88;870;3.265;8.386;1.072;1.126;9.012;1.270;4.908;497;23.006;516;9.864;0
1 de enero de 2023;07. Chamberí;071. Gaztambide;18.816;22;208;862;2.321;315;425;2.606;322;1.172;316;6.940;180;3.127;0;8.134;7;57;285;854;140;247;1.157;112;347;229;3.157;96;1.446;0;10.682;15;151;577;1.467;175;178;1.449;210;825;87;3.783;84;1.681;0
1 de enero de 2023;07. Chamberí;072. Arapiles;19.803;28;269;982;2.557;388;484;2.869;323;1.153;357;6.943;182;3.268;0;8.646;12;69;325;1.005;183;264;1.330;112;339;276;3.125;108;1.498;0;11.157;16;200;657;1.552;205;220;1.539;211;814;81;3.818;74;1.770;0
1 de enero de 2023;07. Chamberí;073. Trafalgar;20.326;25;235;891;2.383;388;476;2.882;360;1.202;339;7.613;206;3.326;0;9.022;9;67;281;974;172;255;1.303;159;406;266;3.505;92;1.533;0;11.304;16;168;610;1.409;216;221;1.579;201;796;73;4.108;114;1.793;0
1 de enero de 2023;07. Chamberí;074. Almagro;15.595;21;134;553;1.861;225;225;2.183;300;1.020;204;6.210;168;2.491;0;6.727;11;35;175;644;80;109;840;74;282;147;2.970;84;1.276;0;8.868;10;99;378;1.217;145;116;1.343;226;738;57;3.240;84;1.215;0
1 de enero de 2023;07. Chamberí;075. Ríos Rosas;22.103;41;233;918;2.586;386;512;2.978;385;1.303;396;8.469;227;3.669;0;9.393;22;60;256;918;167;284;1.242;145;378;290;3.824;126;1.681;0;12.710;19;173;662;1.668;219;228;1.736;240;925;106;4.645;101;1.988;0
1 de enero de 2023;07. Chamberí;076. Vallehermoso;15.856;25;113;510;1.586;206;329;2.262;258;1.081;300;6.311;138;2.737;0;6.697;13;34;129;513;94;166;896;76;271;207;2.899;79;1.320;0;9.159;12;79;381;1.073;112;163;1.366;182;810;93;3.412;59;1.417;0
1 de enero de 2023;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;184.832;530;4.468;13.793;30.872;5.997;7.242;27.717;3.382;12.121;4.405;53.760;1.504;19.041;0;84.401;178;1.434;4.994;13.336;3.048;4.176;13.412;1.233;3.750;3.387;25.646;786;9.021;0;100.431;352;3.034;8.799;17.536;2.949;3.066;14.305;2.149;8.371;1.018;28.114;718;10.020;0
1 de enero de 2023;08. Fuencarral-El Pardo;081. El Pardo;2.749;11;97;316;684;103;130;588;54;160;34;431;13;128;0;1.349;5;26;102;344;60;86;367;29;47;26;193;4;60;0;1.400;6;71;214;340;43;44;221;25;113;8;238;9;68;0
1 de enero de 2023;08. Fuencarral-El Pardo;082. Fuentelarreina;2.461;6;19;69;234;23;21;365;49;137;38;1.095;25;380;0;1.080;2;4;19;62;13;8;108;11;40;33;557;16;207;0;1.381;4;15;50;172;10;13;257;38;97;5;538;9;173;0
1 de enero de 2023;08. Fuencarral-El Pardo;083. Peñagrande;35.049;103;1.013;3.090;6.680;1.348;1.430;5.575;544;2.260;865;8.768;243;3.130;0;15.878;32;338;1.131;2.875;702;854;2.705;188;684;675;4.085;127;1.482;0;19.171;71;675;1.959;3.805;646;576;2.870;356;1.576;190;4.683;116;1.648;0
1 de enero de 2023;08. Fuencarral-El Pardo;084. Pilar;37.779;123;1.409;4.494;8.762;1.631;1.772;5.935;630;2.131;678;7.339;220;2.655;0;16.701;37;430;1.639;3.874;840;1.007;2.835;242;634;517;3.325;109;1.212;0;21.078;86;979;2.855;4.888;791;765;3.100;388;1.497;161;4.014;111;1.443;0
1 de enero de 2023;08. Fuencarral-El Pardo;085. La Paz;26.487;33;337;1.580;3.694;655;837;4.392;378;2.148;834;8.253;209;3.137;0;12.031;12;98;503;1.337;318;513;2.012;119;657;684;4.157;125;1.496;0;14.456;21;239;1.077;2.357;337;324;2.380;259;1.491;150;4.096;84;1.641;0
1 de enero de 2023;08. Fuencarral-El Pardo;086. Valverde;44.822;152;1.117;3.073;7.900;1.552;1.945;6.407;1.052;2.740;1.090;13.048;441;4.305;0;20.661;51;375;1.210;3.629;770;1.084;3.188;407;896;799;6.043;225;1.984;0;24.161;101;742;1.863;4.271;782;861;3.219;645;1.844;291;7.005;216;2.321;0
1 de enero de 2023;08. Fuencarral-El Pardo;087. Mirasierra;23.771;81;284;775;2.031;423;704;3.159;378;1.658;526;9.896;188;3.668;0;11.096;32;96;260;752;207;377;1.484;125;518;417;4.901;98;1.829;0;12.675;49;188;515;1.279;216;327;1.675;253;1.140;109;4.995;90;1.839;0
1 de enero de 2023;08. Fuencarral-El Pardo;088. El Goloso;11.714;21;192;396;887;262;403;1.296;297;887;340;4.930;165;1.638;0;5.605;7;67;130;463;138;247;713;112;274;236;2.385;82;751;0;6.109;14;125;266;424;124;156;583;185;613;104;2.545;83;887;0
1 de enero de 2023;09. Moncloa-Aravaca;09. Moncloa-Aravaca;92.420;165;1.497;5.577;12.872;2.138;2.660;13.496;1.666;5.840;1.812;31.170;878;12.649;0;41.563;58;410;1.899;5.191;1.050;1.522;6.187;585;1.808;1.350;14.832;499;6.172;0;50.857;107;1.087;3.678;7.681;1.088;1.138;7.309;1.081;4.032;462;16.338;379;6.477;0
1 de enero de 2023;09. Moncloa-Aravaca;091. Casa de Campo;10.482;22;196;695;1.538;282;344;1.691;188;717;238;3.098;97;1.376;0;4.805;9;64;230;659;141;217;857;83;213;187;1.480;51;614;0;5.677;13;132;465;879;141;127;834;105;504;51;1.618;46;762;0
1 de enero de 2023;09. Moncloa-Aravaca;092. Argüelles;19.828;15;188;845;2.379;327;444;2.762;333;1.257;361;7.478;237;3.202;0;8.947;7;43;266;929;159;251;1.221;128;404;252;3.577;139;1.571;0;10.881;8;145;579;1.450;168;193;1.541;205;853;109;3.901;98;1.631;0
1 de enero de 2023;09. Moncloa-Aravaca;093. Ciudad Universitaria;12.558;14;138;481;1.297;149;264;1.605;230;868;240;4.785;104;2.383;0;5.656;6;41;146;443;69;155;698;63;265;186;2.336;60;1.188;0;6.902;8;97;335;854;80;109;907;167;603;54;2.449;44;1.195;0
1 de enero de 2023;09. Moncloa-Aravaca;094. Valdezarza;24.137;52;667;2.527;5.204;1.039;1.104;3.932;394;1.384;468;5.212;166;1.988;0;10.726;16;170;910;2.351;528;642;1.897;166;418;346;2.296;95;891;0;13.411;36;497;1.617;2.853;511;462;2.035;228;966;122;2.916;71;1.097;0
1 de enero de 2023;09. Moncloa-Aravaca;095. Valdemarín;4.479;5;38;125;343;24;47;498;85;249;73;2.160;57;775;0;1.994;0;4;27;80;13;25;187;20;74;57;1.076;29;402;0;2.485;5;34;98;263;11;22;311;65;175;16;1.084;28;373;0
1 de enero de 2023;09. Moncloa-Aravaca;096. El Plantío;2.090;8;20;72;198;23;30;308;57;139;33;839;30;333;0;945;0;1;23;63;9;11;116;15;43;24;443;20;177;0;1.145;8;19;49;135;14;19;192;42;96;9;396;10;156;0
1 de enero de 2023;09. Moncloa-Aravaca;097. Aravaca;18.846;49;250;832;1.913;294;427;2.700;379;1.226;399;7.598;187;2.592;0;8.490;20;87;297;666;131;221;1.211;110;391;298;3.624;105;1.329;0;10.356;29;163;535;1.247;163;206;1.489;269;835;101;3.974;82;1.263;0
1 de enero de 2023;10. Latina;10. Latina;192.075;792;8.178;26.370;52.565;9.872;9.504;31.800;3.343;9.640;2.842;27.424;1.402;8.343;0;86.912;266;2.671;10.088;24.221;5.019;5.558;15.984;1.285;3.156;2.175;11.991;773;3.725;0;105.163;526;5.507;16.282;28.344;4.853;3.946;15.816;2.058;6.484;667;15.433;629;4.618;0
1 de enero de 2023;10. Latina;101. Los Cármenes;13.644;126;689;1.824;3.751;729;639;2.229;224;608;160;1.948;104;613;0;6.353;41;267;776;1.816;375;368;1.093;85;197;115;881;59;280;0;7.291;85;422;1.048;1.935;354;271;1.136;139;411;45;1.067;45;333;0
1 de enero de 2023;10. Latina;102. Puerta del Ángel;34.853;117;1.278;4.038;9.020;1.473;1.531;5.892;654;1.692;483;6.153;330;2.192;0;15.958;41;393;1.609;4.197;749;874;2.931;251;606;371;2.759;187;990;0;18.895;76;885;2.429;4.823;724;657;2.961;403;1.086;112;3.394;143;1.202;0
1 de enero de 2023;10. Latina;103. Lucero;28.733;121;1.308;3.801;7.952;1.351;1.312;4.890;497;1.371;413;4.229;222;1.266;0;13.036;45;453;1.532;3.679;675;753;2.420;197;438;318;1.865;106;555;0;15.697;76;855;2.269;4.273;676;559;2.470;300;933;95;2.364;116;711;0
1 de enero de 2023;10. Latina;104. Aluche;53.878;150;2.146;7.939;15.194;2.685;2.641;9.007;875;2.888;871;7.117;318;2.047;0;23.973;49;674;2.971;6.740;1.391;1.556;4.513;330;915;687;3.096;165;886;0;29.905;101;1.472;4.968;8.454;1.294;1.085;4.494;545;1.973;184;4.021;153;1.161;0
1 de enero de 2023;10. Latina;105. Campamento;15.530;45;577;2.001;4.389;759;741;2.682;294;787;241;2.205;129;680;0;6.982;18;169;646;1.964;386;448;1.362;118;273;183;989;85;341;0;8.548;27;408;1.355;2.425;373;293;1.320;176;514;58;1.216;44;339;0
1 de enero de 2023;10. Latina;106. Cuatro Vientos;4.321;18;70;273;924;233;297;740;124;354;115;899;45;229;0;2.113;8;27;131;493;115;169;388;54;108;91;402;26;101;0;2.208;10;43;142;431;118;128;352;70;246;24;497;19;128;0
1 de enero de 2023;10. Latina;107. Águilas;41.116;215;2.110;6.494;11.335;2.642;2.343;6.360;675;1.940;559;4.873;254;1.316;0;18.497;64;688;2.423;5.332;1.328;1.390;3.277;250;619;410;1.999;145;572;0;22.619;151;1.422;4.071;6.003;1.314;953;3.083;425;1.321;149;2.874;109;744;0
1 de enero de 2023;11. Carabanchel;11. Carabanchel;201.220;1.026;8.551;26.705;63.179;10.461;9.915;32.171;3.766;8.999;2.554;25.405;1.360;7.126;2;91.582;371;3.010;10.932;29.708;5.268;5.647;15.918;1.523;2.914;1.885;10.690;710;3.006;0;109.638;655;5.541;15.773;33.471;5.193;4.268;16.253;2.243;6.085;669;14.715;650;4.120;2
1 de enero de 2023;11. Carabanchel;111. Comillas;18.552;81;587;2.203;5.048;799;870;3.209;321;956;246;3.031;173;1.028;0;8.367;29;172;822;2.305;387;494;1.630;136;298;184;1.350;93;467;0;10.185;52;415;1.381;2.743;412;376;1.579;185;658;62;1.681;80;561;0
1 de enero de 2023;11. Carabanchel;112. Opañel;26.972;92;959;3.338;8.196;1.283;1.204;4.552;504;1.288;374;3.807;179;1.196;0;12.070;33;333;1.331;3.734;623;688;2.231;227;416;278;1.575;92;509;0;14.902;59;626;2.007;4.462;660;516;2.321;277;872;96;2.232;87;687;0
1 de enero de 2023;11. Carabanchel;113. San Isidro;31.549;233;1.648;4.535;9.762;1.474;1.334;4.753;584;1.253;383;4.066;228;1.295;1;14.448;89;612;1.910;4.632;737;749;2.371;246;415;268;1.776;118;525;0;17.101;144;1.036;2.625;5.130;737;585;2.382;338;838;115;2.290;110;770;1
1 de enero de 2023;11. Carabanchel;114. Vista Alegre;37.543;137;1.554;5.407;12.768;1.899;1.622;6.088;641;1.572;399;4.178;193;1.085;0;16.694;50;515;2.133;5.841;947;942;2.916;243;480;305;1.765;106;451;0;20.849;87;1.039;3.274;6.927;952;680;3.172;398;1.092;94;2.413;87;634;0
1 de enero de 2023;11. Carabanchel;115. Puerta Bonita;27.694;220;1.560;4.084;9.577;1.452;1.268;4.211;496;955;223;2.785;193;670;0;12.680;79;587;1.722;4.564;719;709;2.107;204;342;164;1.102;103;278;0;15.014;141;973;2.362;5.013;733;559;2.104;292;613;59;1.683;90;392;0
1 de enero de 2023;11. Carabanchel;116. Buenavista;35.284;132;1.230;3.740;9.757;2.337;2.498;5.698;766;2.003;645;4.973;265;1.239;1;16.618;42;454;1.602;4.848;1.242;1.453;2.888;281;632;477;2.039;140;520;0;18.666;90;776;2.138;4.909;1.095;1.045;2.810;485;1.371;168;2.934;125;719;1
